r,Nesar,28,,32.81768,50.424258
ir,sarab-e taveh-ye `olya,Sarab-e Taveh-ye `Olya,05,,30.591148,51.567645
ir,sarab-e taveh-ye sofla,Sarab-e Taveh-ye Sofla,05,,30.59819,51.574495
ir,sarab-e tiran,Sarab-e Tiran,13,,34.5129,46.6052
ir,sarab-e tizan,Sarab-e Tizan,13,,34.5129,46.6052
ir,sarab-e yas,Sarab-e Yas,23,,33.4308,48.3431
ir,sarab-e yavari,Sarab-e Yavari,13,,34.4728,46.9238
ir,sarab-e zahabi,Sarab-e Zahabi,23,,33.6507,48.2988
ir,sarab-e zanjir,Sarab-e Zanjir,13,,34.7539,46.2905
ir,sarab-e zarem,Sarab-e Zarem,23,,33.815,48.8066
ir,sarab-e zehab,Sarab-e Zehab,13,,34.62214,45.827266
ir,sarab ganjali,Sarab Ganjali,23,,33.6964,48.6533
ir,sarab gardan,Sarab Gardan,35,,36.311775,52.872728
ir,sarabgarm,Sarabgarm,13,,34.42909,45.846278
ir,sarab garm,Sarab Garm,13,,34.42909,45.846278
ir,sarab ghazanfar,Sarab Ghazanfar,23,,34.115895,48.042547
ir,sarab gur-e tuti,Sarab Gur-e Tuti,10,,33.5117,46.8063
ir,sarab hammam,Sarab Hammam,23,,33.109167,47.693056
ir,sarab hamman,Sarab Hamman,23,,33.109167,47.693056
ir,sarab honom,Sarab Honom,23,,33.8069,48.3133
ir,sarab-i-amir,Sarab-i-Amir,23,,33.883,48.2592
ir,sarabian,Sarabian,13,,34.723,46.5145
ir,sarabias,Sarabias,23,,33.4308,48.3431
ir,sarabicheh,Sarabicheh,23,,33.4587,49.0449
ir,sarabieh,Sarabieh,13,,34.5426,47.0236
ir,sarab-i-naniz,Sarab-i-Naniz,05,,30.288,50.8903
ir,sarab-i-rafkhan,Sarab-i-Rafkhan,23,,33.6844,47.8881
ir,sarabi,Sarabi,09,,34.533333,48.468333
ir,sarabisheh,Sarabisheh,23,,33.4587,49.0449
ir,sarabiyeh,Sarabiyeh,13,,34.5426,47.0236
ir,sarabiz-e bala,Sarabiz-e Bala,05,,30.389428,51.082394
ir,sarab khoda bandehloo,Sarab Khoda Bandehloo,09,,35.257,48.2551
ir,sarab khoman,Sarab Khoman,13,,34.1335,46.4783
ir,sarab khoshkeh-ye bala,Sarab Khoshkeh-ye Bala,13,,34.3945,47.0165
ir,sarab khoshkeh-ye `olya,Sarab Khoshkeh-ye `Olya,13,,34.3945,47.0165
ir,sarab khoshkeh-ye pa'in,Sarab Khoshkeh-ye Pa'in,13,,34.3965,47.0256
ir,sar ableh,Sar Ableh,10,,33.7668,46.5663
ir,sarableh,Sarableh,13,,34.510723,45.852083
ir,sar ableh,Sar Ableh,13,,34.5426,47.0236
ir,sarab milehsar,Sarab Milehsar,13,,33.994,46.8003
ir,sarab mir beg,Sarab Mir Beg,23,,33.766667,48.566667
ir,sarab mirkeh-ye bala,Sarab Mirkeh-ye Bala,23,,33.516667,48.883333
ir,sarab mirkeh-ye pa'in,Sarab Mirkeh-ye Pa'in,23,,33.5122,48.8899
ir,sarab morteza `ali,Sarab Morteza `Ali,15,,31.4717,49.4586
ir,sarab nabiz,Sarab Nabiz,05,,30.389428,51.082394
ir,sar ab naniz,Sar Ab Naniz,05,,30.288,50.8903
ir,sarab narm-e `olya,Sarab Narm-e `Olya,23,,33.760833,48.466111
ir,sarab narm,Sarab Narm,23,,33.760833,48.466111
ir,sarab naukash,Sarab Naukash,23,,33.5305,48.1194
ir,sarab nilufar,Sarab Nilufar,13,,34.4048,46.8574
ir,sarab noghl,Sarab Noghl,10,,32.8074,47.7927
ir,sarab noql,Sarab Noql,10,,32.8074,47.7927
ir,sarab pardeh,Sarab Pardeh,23,,33.45,48.483333
ir,sarab qamish,Sarab Qamish,16,,35.4366,46.9474
ir,sarab qanbar-e salehgah,Sarab Qanbar-e Salehgah,13,,34.05203,46.26826
ir,sarab qanbar-e shahid hadian,Sarab Qanbar-e Shahid Hadian,13,,34.0428,46.2931
ir,sarab qanbar,Sarab Qanbar,13,,34.0428,46.2931
ir,sarab rud,Sarab Rud,07,,29.951641,51.664023
ir,sarab rud,Sarab Rud,25,,35.279876,52.419359
ir,sarab sabz,Sarab Sabz,23,,33.686111,48.626389
ir,sarab sahneh,Sarab Sahneh,13,,34.4501,47.784
ir,sarab samen,Sarab Samen,09,,34.243,48.5976
ir,sarab sangi,Sarab Sangi,23,,33.333333,48.666667
ir,sarab,Sarab,01,,36.8005,46.2953
ir,sarab,Sarab,04,,29.872291,59.97936
ir,sarab,Sarab,09,,34.243,48.5976
ir,sarab,Sarab,10,,33.755,46.3646
ir,sarab,Sarab,13,,34.06,47.2792
ir,sar ab,Sar Ab,15,,32.007974,49.817909
ir,sarab,Sarab,16,,35.0688,47.4887
ir,sarab,Sarab,23,,33.6746,47.5865
ir,sarab,Sarab,28,,33.3314,52.81
ir,sarab,Sarab,29,,29.0953,57.6616
ir,sarab,Sarab,33,37771,37.9408,47.5367
ir,sarab,Sarab,34,,33.6143,49.2578
ir,sarab,Sarab,36,,35.7025,48.3209
ir,sarab,Sarab,41,,32.839062,59.210372
ir,sarab,Sarab,42,,33.529559,59.127832
ir,sar ab,Sar Ab,42,,35.6812,60.8599
ir,sarab,Sarab,42,,37.001944,58.447778
ir,sarab,Sarab,44,,36.028657,51.154914
ir,sarab seid ali,Sarab Seid Ali,23,,33.7841,48.2037
ir,sarab shahrak,Sarab Shahrak,16,,35.624,47.3607
ir,sarab shaikh `ali,Sarab Shaikh `Ali,23,,33.8966,48.05
ir,sarab shoohan,Sarab Shoohan,13,,33.983333,46.8
ir,sarab siri,Sarab Siri,23,,33.4293,48.5491
ir,sarab sohrab,Sarab Sohrab,29,,30.0425,55.1703
ir,sarab sorkheh,Sarab Sorkheh,16,,35.543,47.2991
ir,sarab sura,Sarab Sura,16,,35.543,47.2991
ir,sarab sureh,Sarab Sureh,16,,35.543,47.2991
ir,sarab talkh,Sarab Talkh,23,,33.6114,48.3532
ir,sarab taveh-ye bala,Sarab Taveh-ye Bala,05,,30.591148,51.567645
ir,sarab taveh-ye pa'in,Sarab Taveh-ye Pa'in,05,,30.59819,51.574495
ir,sarabu,Sarabu,37,,37.048848,55.334505
ir,sarab yas,Sarab Yas,23,,33.5857,48.6241
ir,sar abzar,Sar Abzar,15,,32.014722,49.786667
ir,sara chali,Sara Chali,35,,36.2,53.066667
ir,sarachal,Sarachal,03,,31.548056,51.153056
ir,sarachar,Sarachar,08,,37.275719,50.163362
ir,saradan,Saradan,04,,27.262278,60.923911
ir,saradan,Saradan,11,,25.687556,58.102948
ir,saradud-e bala,Saradud-e Bala,13,,34.3211,47.34
ir,sara'eyn,Sara'eyn,32,,38.1513,48.0708
ir,sarafchekan,Sarafchekan,39,,34.478397,50.456867
ir,sarafjagan,Sarafjagan,39,,34.478397,50.456867
ir,sarafjakan,Sarafjakan,39,,34.478397,50.456867
ir,saragah,Saragah,08,,37.8185,48.8758
ir,sara gavabar,Sara Gavabar,08,,37.005833,50.461944
ir,saraghol,Saraghol,33,,36.9598,46.9325
ir,sar aghol,Sar Aghol,33,,36.9598,46.9325
ir,sara goli,Sara Goli,08,,37.520556,48.825278
ir,sarag,Sarag,29,,30.812778,57.039167
ir,sar ahangi,Sar Ahangi,04,,26.028056,59.841111
ir,sarahband,Sarahband,34,,34.58854,49.852265
ir,sarah-e ahmadi,Sarah-e Ahmadi,11,,27.9185,56.739
ir,saraheh,Saraheh,42,,36.324946,58.050047
ir,sarahlivah,Sarahlivah,08,,37.821667,48.811111
ir,sarahrud,Sarahrud,34,,34.475663,50.112917
ir,sara'ian,Sara'ian,41,,33.86017,58.521659
ir,sarai hamam,Sarai Hamam,23,,33.109167,47.693056
ir,sara'ilan-e sar qal`eh,Sara'ilan-e Sar Qal`eh,13,,33.9494,47.0599
ir,sara'ilan-e tuh khaki,Sara'ilan-e Tuh Khaki,13,,34.0277,47.0867
ir,saraimeh,Saraimeh,15,,30.7322,49.0319
ir,sarai nau,Sarai Nau,41,,32.537513,59.650768
ir,sara'i,Sara'i,13,,34.705028,45.821477
ir,sarai,Sarai,28,,33.4922,52.2814
ir,sarai,Sarai,32,,39.466667,47.466667
ir,sarai,Sarai,33,,37.8615,45.5638
ir,sarajar-e pa'in mahalleh,Sarajar-e Pa'in Mahalleh,08,,37.275719,50.163362
ir,sarajarlu,Sarajarlu,33,,38.7042,46.872
ir,sarajar,Sarajar,08,,37.275719,50.163362
ir,sarajebeh,Sarajebeh,28,,33.6484,52.2076
ir,sarajehlu,Sarajehlu,33,,38.7042,46.872
ir,sarajeh,Sarajeh,33,,39.123611,47.262222
ir,sarajeh,Sarajeh,39,,34.6135,51.0656
ir,sarajeh,Sarajeh,42,,36.324946,58.050047
ir,sarajgah,Sarajgah,16,,35.9757,46.2408
ir,sarajiyeh,Sarajiyeh,28,,33.6484,52.2076
ir,saraj kala,Saraj Kala,38,,36.397601,50.680582
ir,saraj mahalleh,Saraj Mahalleh,35,,36.549579,52.493783
ir,saraj od din,Saraj od Din,15,,31.4784,49.3624
ir,saraj sara,Saraj Sara,35,,36.604766,50.794894
ir,sarajukh,Sarajukh,09,,35.4288,47.9619
ir,sarajuq,Sarajuq,01,,37.4964,45.1941
ir,saraju-ye bala,Saraju-ye Bala,42,,34.179135,58.94683
ir,saraju-ye pa'in,Saraju-ye Pa'in,42,,34.205648,58.941562
ir,sarakan `olya,Sarakan `Olya,15,,31.7855,49.793941
ir,sarak-e dareh eshkaft,Sarak-e Dareh Eshkaft,15,,31.886561,49.969124
ir,sarakhiyeh,Sarakhiyeh,15,,30.6811,48.5382
ir,sarakhs,Sarakhs,42,46505,36.5449,61.1577
ir,sarakian,Sarakian,13,,34.723,46.5145
ir,sarak,Sarak,05,,30.551488,50.920524
ir,sarak,Sarak,08,,37.0652,49.1308
ir,sarak,Sarak,15,,31.899014,49.960935
ir,sarak,Sarak,40,,34.31251,56.89255
ir,sarak,Sarak,44,,35.994,51.3087
ir,saralan,Saralan,01,,37.44,45.1516
ir,saral-e bala,Saral-e Bala,01,,36.9853,45.5922
ir,saral-e pa'in,Saral-e Pa'in,01,,36.9792,45.5855
ir,saral,Saral,01,,36.9814,45.5994
ir,saramad,Saramad,15,,32.9731,48.1952
ir,saramarz,Saramarz,08,,36.889,49.4433
ir,sarambal,Sarambal,16,,35.8408,45.9569
ir,saramilkeh,Saramilkeh,23,,33.5122,48.8899
ir,saramlu,Saramlu,33,,39.1498,47.1452
ir,sara mohammad hoseyn,Sara Mohammad Hoseyn,37,,37.05,55.316667
ir,saram sakhli,Saram Sakhli,36,,36.7597,48.3703
ir,saram saqolu,Saram Saqolu,33,,37.7641,47.411
ir,saram,Saram,35,,36.474712,53.4823
ir,saram,Saram,39,,34.492,50.942
ir,saranbar-e kalantari,Saranbar-e Kalantari,23,,33.645,47.860833
ir,sar anbar-e kashgeli,Sar Anbar-e Kashgeli,15,,32.031111,49.788889
ir,saranbar-e tashkan,Saranbar-e Tashkan,23,,33.666667,47.85
ir,sar anbar,Sar Anbar,08,,37.294439,49.954328
ir,sar anbar,Sar Anbar,23,,33.645,47.860833
ir,sarandi,Sarandi,08,,37.8378,48.8485
ir,sarand,Sarand,33,,38.3052,46.6087
ir,sarand,Sarand,41,,33.977431,58.381421
ir,sarandukani,Sarandukani,04,,28.2851,60.982
ir,saran-e bala,Saran-e Bala,07,,30.4336,52.0606
ir,saran-e bala,Saran-e Bala,23,,33.1045,48.8305
ir,saran-e `olya,Saran-e `Olya,07,,30.4336,52.0606
ir,saran-e `olya,Saran-e `Olya,23,,33.1045,48.8305
ir,saran-e pa'in,Saran-e Pa'in,07,,30.3953,52.0992
ir,saran-e seyyed mohammad,Saran-e Seyyed Mohammad,07,,30.3953,52.0992
ir,saran-e sofla,Saran-e Sofla,07,,30.3953,52.0992
ir,saran-e sofla,Saran-e Sofla,23,,33.1055,48.8166
ir,sarangabad,Sarangabad,28,,33.2559,52.67
ir,sarangar,Sarangar,29,,30.643333,57.129167
ir,sarangav,Sarangav,05,,31.161389,50.032778
ir,sarangu,Sarangu,29,,27.7,57.733333
ir,sarani,Sarani,04,,31.0735,61.8051
ir,sarani,Sarani,43,,37.807127,57.946441
ir,sarani-ye bala,Sarani-ye Bala,29,,28.5758,57.7806
ir,sarani-ye pa'in,Sarani-ye Pa'in,29,,28.552,57.7882
ir,saranjeh,Saranjeh,23,,33.7803,47.964
ir,saranjeh,Saranjeh,29,,30.643333,57.129167
ir,saranjeyaneh,Saranjeyaneh,16,,35.1951,47.3498
ir,saranjianeh,Saranjianeh,16,,35.1951,47.3498
ir,sar anjilak,Sar Anjilak,07,,30.081951,51.890177
ir,sar anjili,Sar Anjili,05,,30.882348,51.33148
ir,saranjili,Saranjili,07,,30.4863,52.0182
ir,sar anjili,Sar Anjili,07,,30.4863,52.0182
ir,saranjirak,Saranjirak,13,,34.183333,47.55
ir,saranjmar,Saranjmar,16,,35.4187,46.2084
ir,sarankhab,Sarankhab,42,,35.253905,57.547609
ir,sarankuh,Sarankuh,29,,28.850833,58.205
ir,saranku,Saranku,29,,28.850833,58.205
ir,saran `olya,Saran `Olya,07,,30.4336,52.0606
ir,saran,Saran,01,,37.44,45.1516
ir,saran,Saran,04,,26.951645,61.215748
ir,saran,Saran,05,,30.88342,51.304443
ir,saran,Saran,07,,30.3953,52.0992
ir,saran,Saran,23,,33.4659,47.6159
ir,saran,Saran,26,,35.509444,52.167222
ir,saran,Saran,29,,26.974574,58.083574
ir,saran,Saran,33,,37.8417,46.6857
ir,saran,Saran,35,,36.443379,50.86784
ir,saran,Saran,38,,35.7119,49.3643
ir,saransar,Saransar,33,,37.8771,47.4826
ir,saran sofla,Saran Sofla,07,,30.3953,52.0992
ir,saranu,Saranu,11,,26.6111,57.1655
ir,saranzha,Saranzha,26,,35.759,52.896
ir,saranzhmar,Saranzhmar,16,,35.4187,46.2084
ir,sarapardeh,Sarapardeh,29,,30.940604,56.710384
ir,sar aqa seyyed,Sar Aqa Seyyed,03,,32.662222,49.869722
ir,sarardan,Sarardan,04,,26.3697,60.1771
ir,sarareh estark,Sarareh Estark,28,,34.0197,51.2563
ir,sarareh,Sarareh,28,,34.0197,51.2563
ir,sar arreh,Sar Arreh,28,,34.0197,51.2563
ir,sarar,Sarar,28,,32.961261,53.117851
ir,sar `arsh,Sar `Arsh,29,,30.824514,57.039531
ir,sararud-e bala,Sararud-e Bala,13,,34.3211,47.34
ir,sara rud-e `olya,Sara Rud-e `Olya,13,,34.3211,47.34
ir,sararud-e pa`in,Sararud-e Pa`in,13,,34.3356,47.3237
ir,sararud-e pa'in,Sararud-e Pa'in,13,,34.3356,47.3237
ir,sararud-e sofla,Sararud-e Sofla,13,,34.3356,47.3237
ir,sara rud,Sara Rud,08,,37.118611,49.94
ir,sararud,Sararud,11,,27.4863,57.0512
ir,sararud,Sararud,13,,34.3356,47.3237
ir,sararud,Sararud,28,,32.360209,51.516006
ir,sararud,Sararud,34,,34.475663,50.112917
ir,sararu,Sararu,11,,26.6111,57.1655
ir,sararu,Sararu,13,,34.3211,47.34
ir,sar asan,Sar Asan,23,,33.5347,48.3746
ir,sara,Sara,01,,36.4,45.2
ir,sara,Sara,08,,37.15891,50.130172
ir,sara,Sara,16,,36.3756,46.2147
ir,sara,Sara,29,,30.0425,55.1703
ir,sar asbi,Sar Asbi,35,,36.586439,50.834657
ir,sarasb,Sarasb,35,,36.142503,51.79511
ir,saras-e lalkh,Saras-e Lalkh,29,,27.7356,57.4144
ir,sar aseyab,Sar Aseyab,13,,34.4279,46.4114
ir,saraseyab,Saraseyab,42,,36.3997,59.3372
ir,sarashbar,Sarashbar,36,,35.8484,48.485
ir,sarash gaft,Sarash Gaft,15,,32.533333,48.816667
ir,sar ashk,Sar Ashk,29,,30.824514,57.039531
ir,sarash,Sarash,08,,37.116111,50.046667
ir,sar asiab-e bala,Sar Asiab-e Bala,07,,30.182273,51.612718
ir,sar asiab-e bala,Sar Asiab-e Bala,42,,36.510648,59.467076
ir,sar asiab-e farsangi,Sar Asiab-e Farsangi,29,,30.274004,57.136995
ir,sar asiab-e lotfi,Sar Asiab-e Lotfi,42,,37.5,59.3
ir,sar asiab-e mijan,Sar Asiab-e Mijan,29,,28.679,57.9139
ir,sar asiab-e mirza,Sar Asiab-e Mirza,42,,34.072858,58.259557
ir,sar asiab-e pa'in,Sar Asiab-e Pa'in,07,,30.156667,51.585278
ir,sar asiab-e pa'in,Sar Asiab-e Pa'in,42,,36.509167,59.445556
ir,sar asiab-e shesh farsangi,Sar Asiab-e Shesh Farsangi,29,,30.534387,56.959944
ir,sar asiab-e shesh,Sar Asiab-e Shesh,29,,30.534387,56.959944
ir,sar asiab-e sofla,Sar Asiab-e Sofla,07,,30.156667,51.585278
ir,sar asiab-e yusefi,Sar Asiab-e Yusefi,05,,31.036767,50.217012
ir,sar asiab farsangi,Sar Asiab Farsangi,29,,30.274004,57.136995
ir,sar asiab,Sar Asiab,05,,30.916411,51.31602
ir,sar asiab,Sar Asiab,07,,30.182273,51.612718
ir,sarasiab,Sarasiab,13,,34.1116,47.4643
ir,sar asiab,Sar Asiab,13,,34.1116,47.4643
ir,sar asiab,Sar Asiab,13,,34.4279,46.4114
ir,sarasiab,Sarasiab,13,,34.4332,47.6604
ir,sar asiab,Sar Asiab,15,,30.653333,50.175
ir,sar asiab,Sar Asiab,25,,35.254278,52.484224
ir,sarasiab,Sarasiab,26,,35.6907,50.9954
ir,sar asiab,Sar Asiab,26,,35.74377,52.571483
ir,sar asiab,Sar Asiab,28,,33.6622,51.9601
ir,sar asiab,Sar Asiab,29,,28.679,57.9139
ir,sar asiab,Sar Asiab,34,,34.8777,50.478436
ir,sar asiab,Sar Asiab,40,,33.444722,56.963889
ir,sar asiab,Sar Asiab,41,,33.202249,59.355732
ir,sar asiab,Sar Asiab,42,,34.306319,58.43405
ir,sar asiyab farsangi,Sar Asiyab Farsangi,29,,30.274004,57.136995
ir,sar asiyab,Sar Asiyab,05,,31.258931,50.667512
ir,sar asiyab,Sar Asiyab,13,,34.4279,46.4114
ir,sar asiyab,Sar Asiyab,29,,30.534387,56.959944
ir,saraskand-e bala,Saraskand-e Bala,33,,37.5449,46.6375
ir,saraskand-e `olya,Saraskand-e `Olya,33,,37.5449,46.6375
ir,saraskand-e pa'in,Saraskand-e Pa'in,33,,37.5355,46.6435
ir,saraskand-e sofla,Saraskand-e Sofla,33,,37.5355,46.6435
ir,saraskand,Saraskand,33,,37.4779,47.0508
ir,sarask,Sarask,38,,36.2619,49.4392
ir,sarasq,Sarasq,38,,36.2619,49.4392
ir,saras,Saras,29,,27.4877,57.5377
ir,saras,Saras,38,,36.2619,49.4392
ir,sar astan-e do,Sar Astan-e Do,23,,33.5261,48.3859
ir,sar astaneh,Sar Astaneh,07,,30.592655,51.14325
ir,sar astan-e seh,Sar Astan-e Seh,23,,33.5402,48.3653
ir,sar astan-e yek,Sar Astan-e Yek,23,,33.5347,48.3746
ir,sarastan,Sarastan,23,,33.5261,48.3859
ir,sar astan,Sar Astan,23,,33.5347,48.3746
ir,sarastan,Sarastan,23,,33.5402,48.3653
ir,sar astan,Sar Astan,23,,32.757778,49.46
ir,sar astum,Sar Astum,15,,32.2505,49.2261
ir,sarastum,Sarastum,15,,32.243,49.2373
ir,sarasu,Sarasu,01,,39.3364,44.93
ir,sar asyab-e shesh,Sar Asyab-e Shesh,29,,30.534387,56.959944
ir,sar asyab,Sar Asyab,05,,31.258931,50.667512
ir,sar asyab,Sar Asyab,15,,30.653333,50.175
ir,sar asyab,Sar Asyab,29,,30.274004,57.136995
ir,sar asyab,Sar Asyab,41,,33.202249,59.355732
ir,sarat bala,Sarat Bala,41,,32.705,59.973056
ir,sarat-e baba `ali,Sarat-e Baba `Ali,13,,34.3412,47.8951
ir,sar `atiqi,Sar `Atiqi,13,,34.5,47.933333
ir,saratok,Saratok,11,,27.0711,57.3566
ir,sar auqamish,Sar Auqamish,16,,35.4366,46.9474
ir,saravak,Saravak,09,,35.1793,48.9464
ir,saravak,Saravak,42,,36.3641,60.1133
ir,saravaleh,Saravaleh,13,,34.510723,45.852083
ir,saravand,Saravand,23,,33.3734,49.1673
ir,saravan,Saravan,04,,27.233333,61.066667
ir,saravan,Saravan,08,,37.042769,49.644334
ir,saravan,Saravan,22,,29.0679,51.4454
ir,saravareh,Saravareh,13,,34.644004,45.99356
ir,sar avareh,Sar Avareh,13,,34.644004,45.99356
ir,saravar,Saravar,25,,35.897882,53.458953
ir,sar avar,Sar Avar,25,,35.897882,53.458953
ir,sar avar,Sar Avar,28,,33.495155,50.404465
ir,sara varsi,Sara Varsi,08,,36.8201,50.223622
ir,saravarsu,Saravarsu,08,,36.8201,50.223622
ir,sarav dasht,Sarav Dasht,08,,37.240833,49.067222
ir,saraveh,Saraveh,23,,33.5325,46.9456
ir,sar aviq,Sar Aviq,29,,28.392,57.0544
ir,sarav,Sarav,08,,37.968,48.7829
ir,sarawand,Sarawand,23,,33.3734,49.1673
ir,sarawan,Sarawan,04,,27.233333,61.066667
ir,sarawan,Sarawan,08,,37.042769,49.644334
ir,sarawar,Sarawar,28,,33.495155,50.404465
ir,sarayan,Sarayan,41,,33.86017,58.521659
ir,saraydan,Saraydan,04,,27.262278,60.923911
ir,saraydasht,Saraydasht,08,,37.087345,50.292431
ir,saray dasht,Saray Dasht,35,,36.746169,50.581709
ir,saray deh,Saray Deh,33,,37.8615,45.5638
ir,sara-ye ahmadi,Sara-ye Ahmadi,11,,27.9185,56.739
ir,saray-e chaleh gaduk,Saray-e Chaleh Gaduk,38,,36.351,50.3323
ir,sarayechk,Sarayechk,04,,27.2329,62.0694
ir,sara-ye estakhr,Sara-ye Estakhr,08,,36.754948,49.771387
ir,sara-ye khan,Sara-ye Khan,41,,32.1751,59.6788
ir,sara-ye malek,Sara-ye Malek,01,,38.2689,44.7585
ir,saray-e now,Saray-e Now,41,,32.537513,59.650768
ir,sara-ye shir `ali,Sara-ye Shir `Ali,08,,37.165527,50.060979
ir,sara-ye vistan,Sara-ye Vistan,08,,36.751803,49.762017
ir,saray hammam,Saray Hammam,23,,33.109167,47.693056
ir,sarayjoq,Sarayjoq,09,,35.4288,47.9619
ir,sarayjuq,Sarayjuq,09,,35.4288,47.9619
ir,saraylan-e sar qal`eh,Saraylan-e Sar Qal`eh,13,,33.9494,47.0599
ir,saraylan,Saraylan,13,,33.9494,47.0599
ir,saray mahalleh-ye palam,Saray Mahalleh-ye Palam,08,,36.927123,50.232691
ir,saraymeh,Saraymeh,15,,30.7322,49.0319
ir,saray,Saray,09,,35.0734,48.9099
ir,saray,Saray,28,,33.4922,52.2814
ir,saray,Saray,32,,39.466667,47.466667
ir,saray,Saray,33,,38.4256,45.4316
ir,saray,Saray,42,,33.944722,57.333333
ir,sarayu,Sarayu,37,,37.048848,55.334505
ir,sarbachgan,Sarbachgan,29,,27.413333,57.64
ir,sar baghan,Sar Baghan,42,,36.4715,59.5002
ir,sar baghcheh,Sar Baghcheh,01,,36.5447,45.9389
ir,sar bagh-e shah hormoz,Sar Bagh-e Shah Hormoz,29,,30.851758,56.634349
ir,sarbagh golin,Sarbagh Golin,13,,34.240278,46.008849
ir,sar bagh,Sar Bagh,29,,29.9898,56.0393
ir,sarbagh,Sarbagh,34,,34.9547,50.6203
ir,sar bagh,Sar Bagh,42,,36.0146,60.1094
ir,sar bahareh naqdia,Sar Bahareh Naqdia,29,,30.4083,55.2668
ir,sar bak,Sar Bak,29,,29.0666,57.8897
ir,sar balan,Sar Balan,35,,36.50517,50.84059
ir,sarbala,Sarbala,29,,29.7145,57.0281
ir,sar bala,Sar Bala,42,,35.532088,59.355156
ir,sar balayi kamar bandi,Sar Balayi Kamar Bandi,11,,27.196056,56.292674
ir,sarb `aliwas,Sarb `Aliwas,23,,33.6635,48.5596
ir,sarbanak,Sarbanak,38,,36.4825,49.7564
ir,sarbanan,Sarbanan,01,,36.7368,45.8158
ir,sarbanan,Sarbanan,32,,37.292778,48.365833
ir,sarbandan,Sarbandan,26,,35.641091,52.313371
ir,sar bandar-e now,Sar Bandar-e Now,15,,30.5506,49.0569
ir,sar bandar,Sar Bandar,15,,30.5506,49.0569
ir,sar band-e maskun,Sar Band-e Maskun,29,,28.9525,57.881111
ir,sarband kabutarkhan,Sarband Kabutarkhan,29,,30.123222,56.373418
ir,sarband,Sarband,11,,27.5071,56.0181
ir,sar band,Sar Band,15,,30.8004,49.7705
ir,sarband,Sarband,15,,32.8003,48.7861
ir,sarband,Sarband,26,,35.8234,51.4273
ir,sarband,Sarband,29,,30.123222,56.373418
ir,sar band,Sar Band,29,,28.9525,57.881111
ir,sarband,Sarband,32,,38.365,48.3922
ir,sar band,Sar Band,32,,39.535278,47.681667
ir,sarband,Sarband,34,,34.58854,49.852265
ir,sarbanlar,Sarbanlar,09,,35.0015,48.2698
ir,sarban,Sarban,29,,27.021,57.781
ir,sarbaran,Sarbaran,11,,27.1758,56.959
ir,sarbard,Sarbard,16,,35.9162,45.703
ir,sar barreh,Sar Barreh,07,,30.064,53.9193
ir,sar barreh-ye bala,Sar Barreh-ye Bala,07,,30.0981,53.9136
ir,sar barzah,Sar Barzah,13,,34.7658,47.2026
ir,sar bas-e baram bureh,Sar Bas-e Baram Bureh,07,,30.4376,52.1345
ir,sar bas,Sar Bas,07,,30.1772,52.0491
ir,sar bast-e baram bureh,Sar Bast-e Baram Bureh,07,,30.4376,52.1345
ir,sar bast,Sar Bast,07,,30.1772,52.0491
ir,sarbast,Sarbast,22,,29.4003,51.2199
ir,sar bast,Sar Bast,22,,29.5996,50.5029
ir,sar bazar,Sar Bazar,15,,32.331521,49.772038
ir,sarbaz,Sarbaz,04,,26.630699,61.256391
ir,sarbaz,Sarbaz,28,,30.952932,51.599897
ir,sarbedar,Sarbedar,42,,36.165933,57.334576
ir,sarbejogan,Sarbejogan,29,,27.4091,57.3439
ir,sarbekuh,Sarbekuh,13,,33.9012,46.708
ir,sarbenav,Sarbenav,16,,34.9371,46.9385
ir,sarbeneh,Sarbeneh,29,,29.754722,56.358889
ir,sarberah,Sarberah,16,,35.104722,46.849167
ir,sarbesi,Sarbesi,44,,35.9741,51.343
ir,sar-bice,Sar-bice,41,,32.575658,59.798205
ir,sarbir,Sarbir,11,,26.366667,58.033333
ir,sar bishah,Sar Bishah,15,,32.8,48.333333
ir,sar bisheh kalahrud,Sar Bisheh Kalahrud,28,,33.3624,51.5648
ir,sar bisheh,Sar Bisheh,03,,31.586263,50.398113
ir,sar bisheh,Sar Bisheh,05,,30.2826,50.9941
ir,sar bisheh,Sar Bisheh,07,,30.214984,51.474691
ir,sar bisheh,Sar Bisheh,10,,32.949722,47.0425
ir,sar bisheh,Sar Bisheh,15,,31.776112,49.845617
ir,sar bisheh,Sar Bisheh,23,,33.1757,49.2277
ir,sarbisheh,Sarbisheh,41,,32.575658,59.798205
ir,sar bisheh-ye `olya,Sar Bisheh-ye `Olya,05,,31.266415,50.352624
ir,sar bisheh-ye sofla,Sar Bisheh-ye Sofla,05,,31.267712,50.343027
ir,sarbizan,Sarbizan,29,,29.1051,57.5518
ir,sar bog,Sar Bog,29,,28.6135,58.0787
ir,sar bok,Sar Bok,29,,28.6135,58.0787
ir,sar bolagh,Sar Bolagh,09,,35.2538,48.8743
ir,sar bol,Sar Bol,29,,27.5115,57.2957
ir,sar boneh,Sar Boneh,03,,31.701946,50.601893
ir,sar bon-e reza,Sar Bon-e Reza,07,,30.350556,51.688889
ir,sarbon,Sarbon,29,,27.021,57.781
ir,sar borj,Sar Borj,42,,36.1743,59.4246
ir,sarbor,Sarbor,13,,34.5268,46.6482
ir,sarborzi,Sarborzi,40,,29.716573,54.28983
ir,sar bostan,Sar Bostan,29,,29.1051,57.5518
