say,Segizsay,07,,50.416667,53.166667
la,ban dam,Ban Dam,03,,20.901944,103.9775
la,ban dan,Ban Dan,01,,15.25,106.75
la,ban dan,Ban Dan,03,,20.038611,104.483889
la,ban dan,Ban Dan,06,,20.161667,100.505556
la,ban dan,Ban Dan,11,,18.366667,103.85
la,ban dan,Ban Dan,13,,18.419444,101.162222
la,ban dan,Ban Dan,14,,19.366667,103.066667
la,ban dan,Ban Dan,17,,19.606389,102.004167
la,ban dandeng,Ban Dandèng,03,,20.304722,104.162778
la,ban dane,Ban Dane,01,,15.25,106.75
la,ban dane,Ban Dane,17,,19.954722,102.233889
la,ban dane tet,Ban Dane Tet,10,,15.966667,105.55
la,ban dang,Ban Dang,04,,17.45,105.266667
la,ban dang,Ban Dang,10,,17.1,104.95
la,ban dang,Ban Dang,14,,19.366667,103.066667
la,ban dang hieng,Ban Dang Hieng,04,,17.266667,104.833333
la,ban dang neua,Ban Dang Neua,04,,17.1,104.966667
la,ban dang nua,Ban Dang Nua,04,,17.1,104.966667
la,ban dang ta,Ban Dang Ta,04,,17.1,104.95
la,ban dangtai,Ban Dangtai,04,,17.1,104.95
la,ban danhang,Ban Danhang,03,,20.6075,104.341111
la,ban dan hao,Ban Dan Hao,03,,20.533333,104.416667
la,ban danhom,Ban Danhôm,03,,20.646667,104.311111
la,ban dan na,Ban Dan Na,09,,15.75,105.766667
la,ban dan na lao,Ban Dan Na Lao,09,,15.75,105.766667
la,ban dannava,Ban Dannava,09,,15.8,106.316667
la,ban dannaya,Ban Dannaya,09,,15.8,106.316667
la,ban dan noi,Ban Dan Noi,10,,15.766667,105.766667
la,ban dan sadam,Ban Dan Sadam,02,,13.933333,105.966667
la,ban dan sdam,Ban Dan Sdam,02,,13.933333,105.966667
la,ban dantete,Ban Dantètè,10,,15.966667,105.55
la,ban danxang,Ban Danxang,21,,18.079722,102.668611
la,ban danxayden,Ban Danxaydèn,18,,21.213333,102.910556
la,ban dao-nua,Ban Dao-Nua,18,,21.6925,101.787778
la,ban dao pao,Ban Dao Pao,09,,15.783333,106.266667
la,ban dao-tai,Ban Dao-Tai,18,,21.694444,101.808056
la,ban dasse,Ban Dassè,09,,15.533333,106
la,ban dassia,Ban Dassia,09,,15.433333,106.25
la,ban dassia hay,Ban Dassia Hay,09,,15.433333,106.233333
la,ban dassia may,Ban Dassia May,09,,15.433333,106.233333
la,ban dassia nay,Ban Dassia Nay,09,,15.433333,106.233333
la,ban dassia noi,Ban Dassia Noi,09,,15.4,106.25
la,ban daun tao,Ban Daun Tao,22,,20.283333,100.1
la,ban daxe,Ban Daxè,09,,15.533333,106
la,ban daxia gnai,Ban Daxia Gnai,09,,15.433333,106.25
la,ban daxia noy,Ban Daxia Noy,09,,15.4,106.25
la,ban daye lom,Ban Daye Lom,07,,20.2875,100.689167
la,ban daylom,Ban Daylôm,07,,20.2875,100.689167
la,ban den,Ban Den,03,,20.2,103.833333
la,ban dendin,Ban Dèndin,03,,19.691389,104.656389
la,ban den din,Ban Den Din,03,,20.416667,103.816667
la,ban dendin,Ban Dêndin,14,,19.637222,103.477222
la,ban deng,Ban Dèng,10,,16.366667,105.05
la,ban deng,Ban Dèng,17,,19.558889,102.429167
la,ban denmuang,Ban Dènmuang,14,,19.216667,103.85
la,ban den muong,Ban Den Muong,14,,19.216667,103.85
la,ban densavan,Ban Dènsavan,14,,19.821111,103
la,ban densavang,Ban Dénsavang,17,,19.905278,102.260556
la,ban deoa,Ban Deoa,14,,19.866667,103.916667
la,ban det,Ban Det,02,,13.983333,105.933333
la,ban det,Ban Dèt,13,,17.783611,101.243611
la,ban deua,Ban Deua,02,,14.066667,105.85
la,ban deua,Ban Deua,08,,21.483333,101.85
la,ban deun,Ban Deun,13,,18.216667,101.233333
la,ban deunbin,Ban Deunbin,03,,20.276111,103.369444
la,ban deune,Ban Deune,13,,18.216667,101.233333
la,ban deune nga non,Ban Deune Nga Non,10,,16.3,105.333333
la,ban deun sai,Ban Deun Sai,11,,18.433333,102.45
la,ban deut,Ban Deut,04,,16.95,104.75
la,ban d'hon,Ban D'Hon,14,,15.466667,105.766667
la,ban diang,Ban Diang,03,,20.7325,103.416389
la,ban dianhong,Ban Dianhong,16,,20.671389,101.275278
la,ban diaye,Ban Diaye,14,,18.916667,103.133333
la,ban dieng hong,Ban Dieng Hong,16,,20.671389,101.275278
la,ban dien hong,Ban Dien Hong,16,,20.671389,101.275278
la,ban dimi,Ban Dimi,13,,19.662222,101.103889
la,ban din,Ban Din,03,,20.85,104.333333
la,ban dinchi,Ban Dinchi,02,,14.05,105.866667
la,ban dinchi,Ban Dinchi,20,,16.534167,106.040278
la,ban dindam,Ban Dindam,14,,19.483333,104.066667
la,ban dindeng,Ban Dindèng,03,,20.382778,104.089722
la,ban dindeng,Ban Dindèng,07,,20.474722,101.733056
la,ban dindeng,Ban Dindeng,20,,17.034444,106.051944
la,ban dindeng,Ban Dindèng,21,,18.170556,102.772222
la,ban dine dam,Ban Dine Dam,14,,19.483333,104.066667
la,ban ding,Ban Ding,19,,15.331667,107.112778
la,ban ding deng,Ban Ding Deng,21,,18.170556,102.772222
la,ban dinh deng,Ban Dinh Deng,10,,16.366667,105.4
la,ban dinh deng,Ban Dinh Deng,11,,18.2,103.033333
la,ban dinh mo,Ban Dinh Mo,10,,16.8,106.35
la,ban dinky,Ban Dinky,02,,14.05,105.866667
la,ban dinmo,Ban Dinmo,10,,16.8,106.35
la,ban doal,Ban Doal,10,,16.583333,106.516667
la,ban doan,Ban Doan,10,,16.266667,106.15
la,ban do,Ban Do,14,,19.641944,103.160833
la,ban do boung,Ban Do Boung,10,,15.983333,106.233333
la,ban doi,Ban Doi,04,,17.55,104.833333
la,ban doi ye,Ban Doi Yé,22,,20.383333,100.116667
la,ban dokket,Ban Dokkét,13,,19.758611,101.083056
la,ban dokkham,Ban Dokkham,03,,20.1725,103.801389
la,ban dokkham,Ban Dokkham,18,,21.648611,102.28
la,ban dokmai,Ban Dokmai,14,,19.233333,103.683333
la,ban do mai,Ban Do Mai,14,,19.233333,103.683333
la,ban dom,Ban Dom,03,,20.8,104.083333
la,ban don,Ban Don,01,,14.75,106.95
la,ban don,Ban Don,03,,19.785278,104.715
la,ban don,Ban Don,04,,17.266667,105.283333
la,ban don,Ban Don,10,,16.333333,106.433333
la,ban don,Ban Don,11,,17.833333,102.616667
la,ban don,Ban Don,13,,18.401111,101.1825
la,ban don,Ban Don,14,,18.733333,103.716667
la,ban don,Ban Don,17,,19.918333,102.175
la,ban don,Ban Don,21,,18.020278,102.615556
la,ban don,Ban Dôn,23,,18.3,103.9
la,ban don,Ban Dôn,24,,18.016667,103.066667
la,ban donboung,Ban Donboung,10,,15.983333,106.233333
la,ban donchai,Ban Donchai,06,,20.174167,100.724444
la,ban donchai,Ban Donchai,13,,19.581111,100.814444
la,ban donchai,Ban Donchai,22,,20.414167,100.849722
la,ban donchay,Ban Donchay,08,,22.216667,101.716667
la,ban doncho,Ban Doncho,06,,19.933333,102.2
la,ban dondeng,Ban Dondèng,02,,14.9,105.9
la,ban dondeng,Ban Dondèng,10,,16.366667,105.266667
la,ban dondeng,Ban Dondèng,21,,18.001389,102.606389
la,ban dondeng,Ban Dondèng,22,,20.392778,100.243611
la,ban dondet,Ban Dondét,02,,13.983333,105.933333
la,ban dondou,Ban Dondou,02,,14.916667,105.9
la,ban done bak,Ban Done Bak,10,,16.616667,105.183333
la,ban done,Ban Done,01,,14.75,106.95
la,ban done,Ban Done,03,,20.283333,104.033333
la,ban done,Ban Done,04,,17.266667,105.283333
la,ban done,Ban Done,10,,16.333333,106.433333
la,ban done,Ban Done,14,,18.983333,103.6
la,ban done,Ban Done,21,,18.676667,102.129722
la,ban done bang,Ban Done Bang,09,,15.5,106.15
la,ban done de,Ban Done De,02,,13.983333,105.933333
la,ban done deng,Ban Done Deng,02,,14.9,105.9
la,ban done det,Ban Done Det,02,,13.983333,105.933333
la,ban done douane,Ban Done Douane,10,,16.683333,104.883333
la,ban done dou,Ban Done Dou,02,,14.916667,105.9
la,ban done hai,Ban Done Hai,21,,18.0825,102.932778
la,ban done het,Ban Done Hêt,02,,14.183333,105.75
la,ban done hi,Ban Done Hi,02,,14.183333,105.8
la,ban done houei tat,Ban Done Houei Tat,02,,14.15,105.783333
la,ban done kai sao,Ban Done Kai Sao,02,,14.766667,105.783333
la,ban done kanheng,Ban Done Kanheng,10,,15.983333,105.433333
la,ban done kao,Ban Done Kao,02,,14.85,105.866667
la,ban done kaphoung,Ban Dône Kaphoung,20,,16.931389,105.246667
la,ban done keo,Ban Done Kèo,14,,15.433333,105.783333
la,ban done kha,Ban Done Kha,19,,15.683333,105.883333
la,ban done khamao,Ban Done Khamao,02,,14.45,105.866667
la,ban done khang,Ban Done Khang,19,,15.683333,105.816667
la,ban done khao min,Ban Done Khao Min,09,,15.716667,105.916667
la,ban done khe,Ban Done Khe,02,,14.066667,105.883333
la,ban done kheng,Ban Done Khéng,10,,16.35,105.183333
la,ban done kheug,Ban Done Kheug,10,,16.35,105.183333
la,ban done khieo,Ban Done Khieo,19,,15.9,105.366667
la,ban done khieu,Ban Done Khieu,10,,16.183333,105.366667
la,ban donekho,Ban Donekho,02,,15.15,105.75
la,ban done kho,Ban Done Kho,02,,15.183333,105.716667
la,ban done khoun,Ban Done Khoun,17,,20.510556,102.5725
la,ban done knieo,Ban Done Knieo,19,,15.9,105.366667
la,ban done koi,Ban Done Koi,02,,14.2,105.766667
la,ban done kom,Ban Done Kom,09,,15.716667,106.133333
la,ban done kong,Ban Done Kong,02,,14.7,105.733333
la,ban done kong,Ban Dône Kong,20,,16.921944,105.253889
la,ban done koun,Ban Done Koun,17,,20.510556,102.5725
la,ban done loum,Ban Done Loum,21,,18.042778,102.8125
la,ban done mak eoh,Ban Done Mak Eoh,02,,14.766667,105.866667
la,ban done mak giang,Ban Done Mak Giang,02,,14.733333,105.883333
la,ban done mak ho,Ban Done Mak Ho,10,,16.6,105.15
la,ban done mak ko,Ban Done Mak Ko,10,,16.783333,105.2
la,ban done mark khay,Ban Done Mark Khay,21,,18.093056,102.695
la,ban done na sok,Ban Done Na Sok,11,,17.983333,102.583333
la,ban don-en,Ban Don-En,07,,20.283056,101.975
la,ban done ngoua,Ban Done Ngoua,09,,15.466667,105.966667
la,ban done nhay,Ban Done Nhay,10,,15.983333,105.533333
la,ban done phouane,Ban Done Phouane,02,,14.433333,105.85
la,ban done puei,Ban Done Pueï,02,,14.45,105.85
la,ban done sai,Ban Done Sai,10,,15.983333,105.75
la,ban done sang,Ban Done Sang,02,,13.983333,105.9
la,ban done san tavan tok,Ban Done San Tavan Tok,02,,14.25,105.85
la,ban done sat,Ban Done Sat,02,,15.083333,105.733333
la,ban done se,Ban Done Sê,02,,15.333333,105.816667
la,ban done som,Ban Done Som,02,,13.966667,105.933333
la,ban done some tai,Ban Done Some Taï,02,,13.983333,105.916667
la,ban done talat,Ban Done Talat,02,,14.783333,105.816667
la,ban done tane,Ban Done Tane,02,,14.066667,105.816667
la,ban done tao,Ban Done Tao,22,,20.283333,100.1
la,ban done tholath,Ban Done Tholath,02,,13.983333,105.866667
la,ban done tholathi,Ban Done Tholathi,02,,13.983333,105.866667
la,ban done tio,Ban Done Tio,10,,16.516667,105.283333
la,ban done tiou,Ban Done Tiou,10,,16.533333,105.55
la,ban done toum,Ban Done Toum,10,,16.383333,105.016667
la,ban done xua,Ban Done Xua,10,,16.716667,105.55
la,ban donfai,Ban Donfai,01,,14.45,106.383333
la,ban donfuang,Ban Donfuang,13,,19.669444,100.825833
la,ban dong banc,Ban Dong Banc,21,,18.121111,102.74
la,ban dong,Ban Dông,02,,14.183333,105.85
la,ban dong,Ban Dông,03,,20.066667,103.950833
la,ban dong,Ban Dong,04,,16.95,104.766667
la,ban dong,Ban Dông,07,,19.9325,101.611667
la,ban dong,Ban Dông,09,,15.383333,106.2
la,ban dong,Ban Dong,10,,16.366667,105.066667
la,ban dong,Ban Dông,11,,18.168889,102.502778
la,ban dong,Ban Dông,13,,17.716667,101.241667
la,ban dong,Ban Dông,14,,19.05,103.383333
la,ban dong,Ban Dông,20,,16.625556,106.423611
la,ban dong,Ban Dông,21,,18.275833,102.681389
la,ban dong,Ban Dông,22,,19.794444,100.520278
la,ban dongbang,Ban Dôngbang,07,,20.254167,101.363611
la,ban dongbang,Ban Dôngbang,09,,15.333333,106.316667
la,ban dongbang,Ban Dôngbang,10,,16.55,105.983333
la,ban dong bang,Ban Dông Bang,11,,18.023889,102.597778
la,ban dongbang,Ban Dôngbang,15,,18.172222,104.887222
la,ban dongbang,Ban Dôngbang,20,,16.554167,106.005833
la,ban dongbang,Ban Dôngbang,21,,18.121111,102.74
la,ban dong bong,Ban Dông Bong,11,,18.023889,102.597778
la,ban dongbong,Ban Dôngbông,21,,18.107778,102.598611
la,ban dongboun,Ban Dôngboun,04,,17.1,104.85
la,ban dong cay,Ban Dong Cay,14,,19.583056,103.600278
la,ban dongdamdouan,Ban Dôngdamdouan,10,,16.683333,104.883333
la,ban dongdok,Ban Dôngdôk,21,,18.033611,102.632222
la,ban dongdokmai,Ban Dôngdokmai,10,,16.216667,105.05
la,ban dong dok may,Ban Dong Dok May,10,,16.216667,105.05
la,ban dong-gnai,Ban Dông-Gnai,20,,16.870556,105.071944
la,ban donggnang,Ban Dônggnang,02,,14.6,105.833333
la,ban donggnang,Ban Dônggnang,04,,17.116667,104.816667
la,ban dong-gnang,Ban Dông-Gnang,10,,16.566667,105.15
la,ban dong gnay,Ban Dông Gnay,10,,17.016667,104.866667
la,ban donggning,Ban Dônggning,07,,19.995,100.980278
la,ban donghai,Ban Dônghai,20,,16.631389,106.389167
la,ban donghankong,Ban Dônghankong,07,,20.1925,101.727222
la,ban dong hen,Ban Dong Hen,20,,16.7,105.283333
la,ban dong hoak ham,Ban Dong Hoak Ham,10,,16.4,105.016667
la,ban dong hoi,Ban Dong Hoi,02,,14.25,105.833333
la,ban dong hong,Ban Dong Hong,09,,15.416667,106.233333
la,ban dong hong,Ban Dong Hong,10,,16.383333,105.383333
la,ban donghouakham,Ban Dônghouakham,10,,16.4,105.016667
la,ban donghoy,Ban Dônghoy,02,,14.25,105.833333
la,ban dong kalum,Ban Dong Kalum,11,,18,103.033333
la,ban dongkang,Ban Dôngkang,10,,16.716667,105.133333
la,ban dongkapang,Ban Dôngkapang,10,,16.983333,105.7
la,ban dongkasen,Ban Dôngkasèn,04,,17.283333,104.966667
la,ban dong ka sin,Ban Dông Ka Sin,04,,17.083333,104.85
la,ban dongkem,Ban Dôngkèm,02,,14.733333,105.883333
la,ban dong keng,Ban Dong Keng,10,,16.716667,105.133333
la,ban dongkhamkhen,Ban Dôngkhamkhèn,10,,16.566667,105.116667
la,ban dongkhankhou,Ban Dôngkhankhou,10,,16.533333,105.083333
la,ban dong khoang,Ban Dong Khoang,10,,16.483333,105.316667
la,ban dongkhoang,Ban Dôngkhoang,10,,16.666667,105.3
la,ban dongkhoang,Ban Dôngkhoang,20,,16.8625,105.086667
la,ban dongkhoay,Ban Dongkhoay,21,,18.020556,102.809167
la,ban dong khoay gnai,Ban Dông Khoay Gnai,21,,18.020556,102.809167
la,ban dong khoay noy,Ban Dông Khoay Noy,11,,18.019722,102.814167
la,ban dong khouai nay,Ban Dong Khouai Nay,11,,18.019722,102.814167
la,ban dong khouai yai,Ban Dong Khouai Yai,21,,18.020556,102.809167
la,ban dong khouang,Ban Dong Khouang,10,,16.666667,105.3
la,ban dong khouang,Ban Dong Khouang,20,,16.8625,105.086667
la,ban dongkhoung,Ban Dôngkhoung,04,,17.116667,104.883333
la,ban dong khuang,Ban Dong Khuang,10,,16.683333,106.2
la,ban dongko,Ban Dôngkô,09,,15.583333,106.316667
la,ban dong ko,Ban Dong Ko,10,,16.2,106.283333
la,ban dongko kang,Ban Dôngkô Kang,09,,15.583333,106.316667
la,ban dongkokpho,Ban Dongkôkphô,17,,19.491667,101.877778
la,ban dongko nua,Ban Dôngkô Nua,09,,15.583333,106.3
la,ban dongkouan,Ban Dôngkouan,10,,17.05,105.316667
la,ban dongkum,Ban Dongkum,10,,16.766667,105.333333
la,ban donglouang,Ban Dônglouang,09,,15.516667,106.1
la,ban dongmakba,Ban Dôngmakba,04,,17.183333,104.983333
la,ban dongmakfai,Ban Dôngmakfai,10,,16.4,105.033333
la,ban dong ma kha,Ban Dong Ma Kha,10,,16.366667,105.15
la,ban dongmakmi,Ban Dongmakmi,10,,16.366667,105.066667
la,ban dong mak phay,Ban Dong Mak Phay,10,,16.4,105.033333
la,ban dongmakyang,Ban Dôngmakyang,10,,16.566667,105.116667
la,ban dong mark khay,Ban Dông Mark Khay,21,,18.093056,102.695
la,ban dongmi,Ban Dôngmi,10,,16.583333,105.183333
la,ban dong mit,Ban Dong Mit,10,,16.566667,105.116667
la,ban dongmo,Ban Dôngmo,14,,18.966667,103.633333
la,ban dongmon,Ban Dôngmon,09,,15.616667,106.116667
la,ban dongmon,Ban Dôngmon,10,,16.516667,105.15
la,ban dong mone,Ban Dong Mone,09,,15.616667,106.116667
la,ban dong mone,Ban Dong Mone,10,,16.516667,105.15
la,ban dongmot,Ban Dôngmôt,10,,16.466667,105.616667
la,ban dong mouang,Ban Dong Mouang,04,,17.366667,104.85
la,ban dongmuang,Ban Dôngmuang,10,,16.55,105.266667
la,ban dong muong,Ban Dong Muong,10,,16.55,105.266667
la,ban dong my,Ban Dong My,10,,16.583333,105.183333
la,ban don-gnai,Ban Don-Gnai,10,,15.983333,105.533333
la,ban dong-nai,Ban Dông-Nai,20,,16.870556,105.071944
la,ban dong-nangam,Ban Dông-Nangam,10,,16.833333,105.35
la,ban dong naodine,Ban Dong Naodine,10,,17.066667,105.383333
la,ban dongnathong,Ban Dôngnathong,21,,18.004444,102.561667
la,ban dong-naxok,Ban Dông-Naxôk,11,,17.983333,102.583333
la,ban dong nay,Ban Dong Nay,20,,16.870556,105.071944
la,ban dongngoua,Ban Dôngngoua,09,,15.466667,105.966667
la,ban dong nhang,Ban Dông Nhang,02,,14.6,105.833333
la,ban dong nhang,Ban Dong Nhang,04,,17.116667,104.816667
la,ban dong nhang,Ban Dong Nhang,10,,16.866667,105.916667
la,ban dong nhien,Ban Dong Nhien,10,,16.533333,105.083333
la,ban dong noi,Ban Dong Noi,10,,15.983333,105.716667
la,ban dong-nong,Ban Dông-Nong,09,,15.683333,106.35
la,ban don-gnong,Ban Don-Gnòng,22,,20.292222,100.507222
la,ban dong noy,Ban Dông Noy,10,,15.983333,105.716667
la,ban dong-noy,Ban Dông-Noy,10,,16.816667,105.366667
la,ban dong pang,Ban Dong Pang,04,,17.083333,105.566667
la,ban dong pen,Ban Dong Pen,20,,16.874167,105.086667
la,ban dongphakphua,Ban Dôngphakphua,04,,16.983333,104.816667
la,ban dongphaniat,Ban Dôngphaniat,10,,16.266667,105.75
la,ban dongphao,Ban Dôngphao,10,,16.966667,104.866667
la,ban dong pheung,Ban Dong Pheung,10,,16.566667,105.216667
la,ban dongpheung thong,Ban Dôngpheung Thông,10,,16.566667,105.216667
la,ban dongphilo,Ban Dôngphilô,10,,16.7,105.3
la,ban dong phong,Ban Dong Phong,04,,17.25,105.266667
la,ban dongphosi,Ban Dôngphôsi,10,,16.45,105.016667
la,ban dongphou,Ban Dôngphou,10,,17,104.883333
la,ban dong ra,Ban Dong Ra,20,,16.631389,106.389167
la,ban dongsa,Ban Dôngsa,02,,15.216667,105.766667
la,ban dong sa,Ban Dong Sa,10,,16.1,105.1
la,ban dong sa ham,Ban Dông Sa Ham,04,,17.016667,104.8
la,ban dong sa he,Ban Dong Sa He,11,,18,103.033333
la,ban dongsanam,Ban Dôngsanam,10,,17.016667,105.8
la,ban dongsan,Ban Dôngsan,10,,17.083333,105.416667
la,ban dong san,Ban Dong San,11,,18,103.033333
la,ban dong sane,Ban Dong Sane,10,,17.083333,105.416667
la,ban dong sane,Ban Dong Sane,11,,18,103.033333
la,ban dongsang,Ban Dongsang,02,,15.216667,105.966667
la,ban dongsangphai,Ban Dongsangphai,21,,18.117222,102.914167
la,ban dong sat,Ban Dong Sat,02,,15.083333,105.733333
la,ban dongsavang,Ban Dôngsavang,04,,17.15,104.983333
la,ban dongsoun,Ban Dôngsoun,10,,16.683333,106.2
la,ban dong tai,Ban Dông Tai,04,,17.233333,104.833333
la,ban dong taloung,Ban Dong Taloung,10,,15.8,105.733333
la,ban dong tay,Ban Dong Tay,04,,17.233333,104.833333
la,ban dongtha,Ban Dôngtha,20,,16.865,105.067778
la,ban dongthada,Ban Dôngthada,10,,16.816667,105.35
la,ban dong thai,Ban Dong Thai,20,,16.865,105.067778
la,ban dongthep,Ban Dôngthép,10,,16.35,105.416667
la,ban dong tio,Ban Dong Tio,04,,17.116667,105.55
la,ban dongtiou,Ban Dongtiou,04,,17.116667,105.55
la,ban dongtong,Ban Dôngtong,09,,15.45,106.116667
la,ban dongtrouy,Ban Dôngtrouy,04,,17.083333,105.233333
la,ban dong tru,Ban Dong Tru,04,,17.083333,105.233333
la,ban dong vai,Ban Dong Vai,10,,16.35,105.383333
la,ban dongvay,Ban Dôngvay,10,,16.35,105.383333
la,ban dongvaydin,Ban Dôngvaydin,10,,16.8,105.366667
la,ban dong xa khou,Ban Dong Xa Khou,04,,16.983333,104.816667
la,ban dongxok,Ban Dôngxok,04,,17.233333,104.9
la,ban donhai,Ban Donhai,21,,18.0825,102.932778
la,ban don hang khao,Ban Don Hang Khao,09,,15.55,105.716667
la,ban don hang kheo,Ban Don Hang Kheo,09,,15.55,105.716667
la,ban don-het,Ban Don-Hèt,02,,14.183333,105.75
la,ban donhiang,Ban Donhiang,11,,18.076667,101.791111
la,ban donhiang,Ban Donhiang,22,,20.436111,100.222222
la,ban don-hi,Ban Don-Hi,02,,14.183333,105.8
la,ban don hieng,Ban Don Hieng,11,,18.076667,101.791111
la,ban don-hithat,Ban Don-Hithat,02,,14.15,105.783333
la,ban donkaixao,Ban Donkaixao,02,,14.766667,105.783333
la,ban donkang-noy,Ban Donkang-Noy,17,,19.8525,102.134167
la,ban donkao,Ban Donkao,02,,14.833333,105.883333
la,ban donkaphoung,Ban Donkaphoung,20,,16.931389,105.246667
la,ban donkeo,Ban Donkèo,04,,17.766667,104.95
la,ban donkeo,Ban Donkèo,07,,20.051667,101.358611
la,ban donkeo,Ban Donkèo,09,,15.716667,106.2
la,ban donkeo,Ban Donkèo,13,,19.735278,101.091111
la,ban donkeo,Ban Donkèo,14,,15.433333,105.783333
la,ban donkeo,Ban Donkèo,17,,19.893333,102.172778
la,ban donkeo,Ban Donkêo,22,,20.226944,100.548611
la,ban donkha,Ban Donkha,19,,15.683333,105.883333
la,ban donkhagnoung,Ban Donkhagnoung,09,,15.883333,106.283333
la,ban donkhamao,Ban Donkhamao,02,,14.45,105.866667
la,ban donkham,Ban Donkham,07,,20.154722,101.496111
la,ban donkham,Ban Donkham,17,,19.824722,102.827222
la,ban donkham,Ban Donkham,22,,20.410278,100.8325
la,ban donkhang,Ban Donkhang,19,,15.683333,105.816667
la,ban donkhaomin,Ban Donkhaomin,09,,15.716667,105.916667
la,ban donkhe,Ban Donkhè,02,,14.066667,105.883333
la,ban donkheng,Ban Donkhèng,10,,16.35,105.183333
la,ban donkhiao,Ban Donkhiao,10,,16.183333,105.366667
la,ban don khiou noi,Ban Don Khiou Noi,04,,17.016667,104.75
la,ban don khoai,Ban Don Khoai,06,,19.75,102.25
la,ban donkho,Ban Donkhô,02,,15.15,105.75
la,ban donkhoun,Ban Donkhoun,17,,20.180278,103.155556
la,ban donko,Ban Dônko,10,,16.2,106.283333
la,ban donkok-hat,Ban Donkôk-Hat,10,,15.983333,105.75
la,ban donkom,Ban Donkom,09,,15.716667,106.133333
la,ban donkon,Ban Donkon,07,,20.325833,101.655278
la,ban donkong,Ban Donkong,02,,14.7,105.733333
la,ban donkong,Ban Donkong,20,,16.921944,105.253889
la,ban don kong khao,Ban Don Kong Khao,09,,15.55,105.716667
la,ban don koum,Ban Don Koum,06,,20.416667,101.783333
la,ban don koun,Ban Don Koun,07,,20.325833,101.655278
la,ban donkoy,Ban Donkoy,02,,14.2,105.766667
la,ban donle,Ban Donlè,16,,20.945556,101.421667
la,ban donlom,Ban Donlôm,13,,19.734722,100.549722
la,ban donlom,Ban Donlom,17,,20.803333,102.656389
la,ban donloum,Ban Donloum,21,,18.042778,102.8125
la,ban donmai,Ban Donmai,17,,19.918333,102.175
la,ban donmakkhay,Ban Donmakkhay,21,,18.093056,102.695
la,ban donmakko,Ban Donmakko,10,,16.783333,105.2
la,ban donmakyang,Ban Donmakyang,02,,14.733333,105.883333
la,ban donmalai,Ban Donmalai,04,,17.316667,104.816667
la,ban don ma lat,Ban Don Ma Lat,04,,17.316667,104.816667
la,ban donmen,Ban Donmén,13,,17.944167,101.405833
la,ban don mo,Ban Don Mô,06,,19.75,102.25
la,ban donmouang,Ban Donmouang,04,,17.366667,104.85
la,ban donmouang,Ban Donmouang,09,,15.883333,106.266667
la,ban donmoun,Ban Donmoun,16,,20.9025,101.384444
la,ban donna,Ban Donna,07,,19.938611,101.244444
la,ban donnalao,Ban Donnalao,09,,15.75,105.766667
la,ban donnam,Ban Donnam,02,,15.1,105.683333
la,ban donngeun,Ban Donngeun,17,,20.335,102.425278
la,ban donngiou,Ban Donngiou,07,,20.286667,101.978333
la,ban donnoun,Ban Donnoun,21,,18.048611,102.660833
la,ban don pha lat,Ban Don Pha Lat,04,,17.133333,104.8
la,ban donphao,Ban Donphao,22,,20.361667,100.558056
la,ban donphao-nua,Ban Donphao-Nua,03,,20.364722,104.386111
la,ban don pheue,Ban Don Pheue,04,,17.566667,105.233333
la,ban don pheuei,Ban Don Pheuei,04,,17.566667,105.233333
la,ban donpho,Ban Donphô,10,,16.383333,105.083333
la,ban donphouan,Ban Donphouan,02,,14.433333,105.85
la,ban don poui,Ban Don Poui,04,,17.566667,105.233333
la,ban donpuay,Ban Donpuay,02,,14.45,105.85
la,ban donpuay,Ban Donpuay,04,,17.566667,105.233333
la,ban don puoi,Ban Don Puoi,04,,17.566667,105.233333
la,ban donsaat,Ban Donsaat,07,,20.860833,102.116389
la,ban donsadam,Ban Donsadam,02,,13.933333,105.966667
la,ban don sai,Ban Don Sai,01,,14.45,106.383333
la,ban don sai,Ban Don Sai,13,,19.672222,100.525833
la,ban don sak,Ban Don Sak,22,,20.35,100.1
la,ban donsan,Ban Donsan,02,,14.25,105.85
la,ban donsan-ban noy,Ban Donsan-Ban Noy,02,,14.266667,105.866667
la,ban donsang,Ban Donsang,02,,13.983333,105.9
la,ban don sangkhi,Ban Don Sangkhi,11,,18.1,103.083333
la,ban don sangki,Ban Don Sangki,11,,18.1,103.083333
la,ban donsan-tavan-ok,Ban Donsan-Tavan-Ok,02,,14.25,105.866667
la,ban don sat,Ban Don Sat,15,,18.152778,104.906389
la,ban donsavan,Ban Donsavan,22,,20.269444,100.095833
la,ban donsok,Ban Donsôk,13,,17.903889,101.432222
la,ban donsom,Ban Donsôm,02,,13.966667,105.933333
la,ban donsom tai,Ban Donsôm Tai,02,,13.983333,105.916667
la,ban dontalat,Ban Dontalat,02,,14.783333,105.816667
la,ban dontan,Ban Dontan,02,,14.066667,105.816667
la,ban dontan,Ban Dontan,13,,19.614167,100.803056
la,ban don tao,Ban Don Tao,22,,20.283333,100.1
la,ban don taum,Ban Don Taum,10,,16.383333,105.016667
la,ban donthong,Ban Donthông,04,,17.2,104.833333
la,ban don tiao,Ban Don Tiao,22,,20.283333,100.1
la,ban don tio,Ban Don Tio,04,,17.05,105.6
la,ban dontiou,Ban Dontiou,04,,17.05,105.6
la,ban dontiou,Ban Dontiou,10,,16.533333,105.55
la,ban dontiou,Ban Dontiou,21,,18.064722,102.665833
