ngchiang,Lungchiang,04,,23.3997222,120.1744444
tz,komsala,Komsala,18,,-5.3166667,38.3333333
tz,komsiri,Komsiri,10,,-5.7,37.7333333
tz,komwasu,Komwasu,10,,-5.6666667,37.5833333
tz,konde,Konde,13,9530,-4.95,39.75
tz,kondoa irangi,Kondoa Irangi,27,,-4.9,35.7833333
tz,kondoa,Kondoa,27,23520,-4.9,35.7833333
tz,konduchi,Konduchi,23,,-6.6666667,39.2166667
tz,kongei,Kongei,18,,-4.8166667,38.3666667
tz,kongeni,Kongeni,22,,-5.8833333,39.3333333
tz,kongobe,Kongobe,18,,-5.4166667,38.5333333
tz,kongogo,Kongogo,03,,-5.6666667,35.6
tz,kongo,Kongo,20,,-5.4333333,39.65
tz,kongolo,Kongolo,12,,-2.45,33.1166667
tz,kongomani,Kongomani,20,,-5.1833333,39.8333333
tz,kongoo,Kongoo,22,,-5.9166667,39.3
tz,kongoro,Kongoro,15,,-4.2166667,33.4833333
tz,kongwa,Kongwa,03,11840,-6.2,36.4166667
tz,konko,Konko,03,,-6.3333333,34.9666667
tz,konsay,Konsay,27,,-3.65,35.6
tz,kopole,Kopole,20,,-5.25,39.7666667
tz,korimije,Korimije,12,,-2.7,33.1666667
tz,korodiga,Korodiga,10,,-5.5,37.6666667
tz,korogombe,Korogombe,23,,-6.6833333,38.6
tz,korogwe,Korogwe,18,33919,-5.15,38.4833333
tz,koromije,Koromije,12,,-2.7,33.1666667
tz,korongo,Korongo,03,,-6.5666667,34.9
tz,korongwe,Korongwe,24,,-7.15,30.5333333
tz,koswe,Koswe,05,,-6.3666667,32.4
tz,kotakota,Kotakota,04,,-8.6833333,36.2166667
tz,kototo,Kototo,04,,-7.65,36.1333333
tz,koveni,Koveni,20,,-5.3,39.8
tz,kovkovu,Kovkovu,18,,-5.4,38.9166667
tz,kowaki,Kowaki,08,,-1.35,34.1333333
tz,kowak,Kowak,08,,-1.35,34.1333333
tz,ktoto,Ktoto,16,,-4.5833333,34.6333333
tz,kuani,Kuani,18,,-5.35,38.65
tz,kubankoro,Kubankoro,03,,-5.85,35.45
tz,kufi,Kufi,25,,-6.4166667,39.4833333
tz,kufile,Kufile,25,,-6.4166667,39.4833333
tz,kuhi,Kuhi,16,,-5.3333333,34.7833333
tz,kukuu,Kukuu,20,,-5.4333333,39.7
tz,kulasi,Kulasi,18,,-4.8333333,38.5666667
tz,kulikilo,Kulikilo,15,,-3.7333333,33.0333333
tz,kulilia,Kulilia,20,,-5.25,39.7833333
tz,kululu,Kululu,24,,-6.5166667,33.0666667
tz,kuluni,Kuluni,18,,-5.05,38.95
tz,kulwi,Kulwi,25,,-6.3833333,38.7
tz,kumahumbe,Kumahumbe,08,,-1.65,34.1
tz,kumahumbo,Kumahumbo,08,,-1.65,34.1
tz,kumba,Kumba,23,,-6.6833333,38.9
tz,kumbamtoni,Kumbamtoni,18,,-4.6166667,38.4833333
tz,kumba uremba,Kumba Uremba,21,,-6.0,39.3833333
tz,kumba urembo,Kumba Urembo,21,,-6.0,39.3833333
tz,kumbini,Kumbini,25,,-6.4,39.55
tz,kumburu,Kumburu,18,,-5.2166667,38.8833333
tz,kumsenga,Kumsenga,05,,-3.7458333,30.4513889
tz,kumubuga,Kumubuga,19,,-2.7952778,30.7258333
tz,kumurara,Kumurara,05,,-4.3133333,30.0572222
tz,kumuvanike,Kumuvanike,19,,-2.8805556,30.5483333
tz,kumwanzi,Kumwanzi,04,,-8.0666667,35.6833333
tz,kunagongo,Kunagongo,13,,-4.95,39.7666667
tz,kunduchi,Kunduchi,23,,-6.6666667,39.2166667
tz,kunduchini,Kunduchini,25,,-6.25,39.25
tz,kunga,Kunga,05,,-4.3397222,30.5652778
tz,kunga,Kunga,18,,-5.0166667,38.2666667
tz,kungani,Kungani,13,,-4.9666667,39.7333333
tz,kungeni,Kungeni,20,,-5.2833333,39.7166667
tz,kungombe,Kungombe,08,,-1.95,33.85
tz,kungoni,Kungoni,13,,-5.0333333,39.7333333
tz,kungoni,Kungoni,20,,-5.3833333,39.7166667
tz,kungumoga,Kungumoga,20,,-5.1833333,39.7833333
tz,kunguni,Kunguni,13,,-5.05,39.65
tz,kunguni,Kunguni,20,,-5.2166667,39.7166667
tz,kungurwe,Kungurwe,02,,-8.3,38.6666667
tz,kungusu,Kungusu,15,,-3.35,34.0
tz,kunguta,Kunguta,09,,-8.4666667,33.25
tz,kungutasi,Kungutasi,09,,-8.4666667,33.25
tz,kungutas,Kungutas,09,,-8.4666667,33.25
tz,kungwe,Kungwe,24,,-6.5333333,30.8166667
tz,kungwi,Kungwi,25,,-6.3833333,39.4666667
tz,kupembe,Kupembe,14,,-9.7666667,37.0666667
tz,kurasini,Kurasini,23,,-6.85,39.2833333
tz,kureke,Kureke,22,,-5.85,39.3
tz,kurio,Kurio,16,,-5.2333333,35.4
tz,kurugee,Kurugee,08,,-1.9,33.35
tz,kurugeyi,Kurugeyi,08,,-1.9,33.35
tz,kuru,Kuru,16,,-5.1,35.1833333
tz,kurumunhi,Kurumunhi,15,,-4.1666667,33.35
tz,kurutini,Kurutini,23,,-6.95,39.15
tz,kurwaki,Kurwaki,08,,-1.7,33.6666667
tz,kuta,Kuta,27,,-3.95,35.6
tz,kutani,Kutani,23,,-6.9333333,39.5
tz,kutano,Kutano,24,,-7.3166667,31.7
tz,kutsuba,Kutsuba,03,,-5.5333333,35.4333333
tz,kutunga,Kutunga,14,,-10.5166667,34.5666667
tz,kuumbi,Kuumbi,25,,-6.3666667,39.5333333
tz,kuuta,Kuuta,27,,-4.7833333,35.9666667
tz,kuwani,Kuwani,25,,-6.35,39.4166667
tz,kuwea,Kuwea,07,,-9.2,39.6
tz,kuyuni,Kuyuni,20,,-5.3333333,39.7333333
tz,kwabado,Kwabado,13,,-5.05,39.7833333
tz,kwaba,Kwaba,10,,-7.0,38.2833333
tz,kwabamba,Kwabamba,09,,-8.8,34.1833333
tz,kwabau,Kwabau,18,,-5.5,38.3333333
tz,kwabaya,Kwabaya,18,,-5.4333333,38.0666667
tz,kwabeko,Kwabeko,10,,-5.9166667,37.7333333
tz,kwabigo,Kwabigo,25,,-5.9166667,38.6166667
tz,kwaboli,Kwaboli,18,,-4.7666667,38.3666667
tz,kwachaga,Kwachaga,25,,-5.6333333,38.1333333
tz,kwachindo,Kwachindo,18,,-5.45,38.1666667
tz,kwachui,Kwachui,20,,-5.1833333,39.8
tz,kwadicheri,Kwadicheri,25,,-5.6666667,38.5666667
tz,kwadihinda,Kwadihinda,10,,-6.05,37.7166667
tz,kwadihombo,Kwadihombo,10,,-6.2666667,37.55
tz,kwadinguso,Kwadinguso,10,,-5.5666667,37.95
tz,kwadirema,Kwadirema,10,,-6.3,38.1
tz,kwadisegi,Kwadisegi,10,,-5.6,37.5166667
tz,kwadole,Kwadole,10,,-6.05,37.6333333
tz,kwadundwa,Kwadundwa,10,,-5.6,37.5
tz,kwafungo,Kwafungo,18,,-5.2666667,38.6833333
tz,kwaga,Kwaga,05,,-4.8330556,29.9741667
tz,kwagugura,Kwagugura,18,,-5.3,38.3166667
tz,kwagunda,Kwagunda,18,,-5.1666667,38.5666667
tz,kwagungwe,Kwagungwe,18,,-5.1166667,38.5
tz,kwahaga,Kwahaga,18,,-5.4,38.1
tz,kwai,Kwai,18,,-4.7333333,38.35
tz,kwajambi,Kwajambi,18,,-5.1333333,38.2833333
tz,kwajoto,Kwajoto,20,,-5.1833333,39.8
tz,kwakibike,Kwakibike,04,,-8.5,35.7333333
tz,kwakifaru,Kwakifaru,10,,-5.6666667,37.9166667
tz,kwakimindo,Kwakimindo,04,,-9.35,35.7
tz,kwakirobo,Kwakirobo,21,,-6.2,39.3833333
tz,kwakoa,Kwakoa,06,7514,-3.7666667,37.7166667
tz,kwa kuchinia,Kwa Kuchinia,27,,-3.6833333,35.95
tz,kwakuchinja,Kwakuchinja,27,,-3.6833333,35.95
tz,kwalei,Kwalei,18,,-4.7,38.4166667
tz,kwale,Kwale,02,,-7.4,39.3833333
tz,kwale,Kwale,13,,-4.9833333,39.8333333
tz,kwale,Kwale,18,,-4.9666667,39.1333333
tz,kwaluma,Kwaluma,18,,-5.1166667,38.25
tz,kwalusonge,Kwalusonge,18,,-5.5166667,38.05
tz,kwa luvinsia,Kwa Luvinsia,05,,-6.2833333,30.7333333
tz,kwamabeto,Kwamabeto,18,,-4.75,38.0333333
tz,kwamagome,Kwamagome,18,,-5.5333333,38.0
tz,kwamaleni,Kwamaleni,18,,-5.0666667,38.3
tz,kwamanga,Kwamanga,10,,-5.8666667,37.85
tz,kwamanga,Kwamanga,20,,-5.4166667,39.75
tz,kwamanyama,Kwamanyama,18,,-5.3833333,38.2333333
tz,kwamaromo,Kwamaromo,18,,-5.2,38.5833333
tz,kwambala,Kwambala,18,,-4.5166667,38.9
tz,kwambani,Kwambani,21,,-6.1,39.3
tz,kwambelwa,Kwambelwa,18,,-5.25,38.6666667
tz,kwambembe,Kwambembe,18,,-5.2166667,38.9833333
tz,kwambi,Kwambi,14,,-11.35,34.9
tz,kwamema,Kwamema,13,,-4.9666667,39.7666667
tz,kwamglami,Kwamglami,18,,-5.5833333,38.4833333
tz,kwamgumi,Kwamgumi,18,,-4.95,38.7166667
tz,kwamguni,Kwamguni,18,,-4.95,38.7166667
tz,kwamgwe,Kwamgwe,18,,-5.4166667,38.6333333
tz,kwamhanya,Kwamhanya,18,,-5.25,38.7833333
tz,kwa mhinda,Kwa Mhinda,10,,-7.6333333,37.9833333
tz,kwamiali,Kwamiali,18,,-4.7,38.0333333
tz,kwamifua,Kwamifua,18,,-5.2166667,38.7333333
tz,kwamkema,Kwamkema,18,,-5.3,38.55
tz,kwamkembe,Kwamkembe,18,,-5.2166667,38.9833333
tz,kwamkole,Kwamkole,18,,-5.25,38.8
tz,kwamkongo,Kwamkongo,18,,-5.2,38.85
tz,kwamkono,Kwamkono,18,,-5.45,38.2666667
tz,kwamkunde,Kwamkunde,18,,-5.2166667,38.8333333
tz,kwamkuti,Kwamkuti,18,,-5.4166667,38.25
tz,kwamndolwa,Kwamndolwa,18,,-5.1,38.5166667
tz,kwamneke,Kwamneke,18,,-5.4,38.05
tz,kwamnele,Kwamnele,10,,-6.1833333,37.9833333
tz,kwamnere,Kwamnere,18,,-5.45,38.1666667
tz,kwa moyo,Kwa Moyo,04,,-8.4666667,36.7
tz,kwamsisi,Kwamsisi,25,,-5.85,38.5666667
tz,kwamsiziro,Kwamsiziro,25,,-5.8666667,38.5
tz,kwamtili,Kwamtili,18,,-4.95,38.7166667
tz,kwa mtoro,Kwa Mtoro,16,,-5.2333333,35.4333333
tz,kwamume,Kwamume,10,,-5.7,37.8666667
tz,kwamunibulu,Kwamunibulu,18,,-4.9,38.3333333
tz,kwamwenda,Kwamwenda,18,,-5.5333333,38.3
tz,kwanaozi,Kwanaozi,13,,-4.95,39.6666667
tz,kwandimu,Kwandimu,18,,-4.8833333,38.4333333
tz,kwandolo,Kwandolo,18,,-5.05,38.5
tz,kwangwazi,Kwangwazi,10,,-7.7833333,38.25
tz,kwa njawara,Kwa Njawara,11,,-10.9666667,38.8666667
tz,kwankonje,Kwankonje,25,,-5.6,38.2166667
tz,kwanwande,Kwanwande,10,,-5.5166667,37.4
tz,kwanyange,Kwanyange,25,,-5.9333333,38.4166667
tz,kwanyangu,Kwanyangu,25,,-5.9833333,38.4333333
tz,kwaraguru,Kwaraguru,18,,-5.4666667,38.5666667
tz,kwarara,Kwarara,25,,-6.2166667,39.2333333
tz,kwaraza,Kwaraza,23,,-6.6833333,38.6833333
tz,kware,Kware,06,,-3.2833333,37.15
tz,kwarokoka,Kwarokoka,18,,-5.2,38.7833333
tz,kwaruguru,Kwaruguru,18,,-5.4666667,38.5666667
tz,kwaruhombo,Kwaruhombo,10,,-6.0166667,38.0333333
tz,kwaru,Kwaru,10,,-6.0166667,38.0333333
tz,kwaruwara,Kwaruwara,10,,-5.5333333,37.9666667
tz,kwasamakarawa,Kwasamakarawa,18,,-5.3333333,38.9833333
tz,kwasasa,Kwasasa,16,,-5.1,34.3833333
tz,kwasemakarawe,Kwasemakarawe,18,,-5.3333333,38.9833333
tz,kwashemshi,Kwashemshi,18,,-5.05,38.4833333
tz,kwasigi,Kwasigi,18,,-5.1333333,38.4
tz,kwasikitu,Kwasikitu,18,,-5.2166667,38.8
tz,kwasunga,Kwasunga,18,,-5.05,38.3333333
tz,kwasunga,Kwasunga,25,,-5.9666667,38.4333333
tz,kwasuyu,Kwasuyu,18,,-5.3333333,38.2
tz,kwata,Kwata,18,,-4.9,38.5666667
tz,kwavu,Kwavu,18,,-4.8666667,39.1
tz,kwavungwe,Kwavungwe,18,,-5.1166667,38.5
tz,kwazemgeba,Kwazemgeba,18,,-5.15,38.7333333
tz,kwazigi,Kwazigi,18,,-5.1333333,38.4
tz,kweasasa,Kweasasa,18,,-4.95,38.0833333
tz,kwebona,Kwebona,25,,-6.2833333,39.3833333
tz,kwebumba,Kwebumba,18,,-4.6333333,38.1666667
tz,kwebwewe,Kwebwewe,18,,-5.1833333,38.7833333
tz,kwediboma,Kwediboma,18,,-5.4333333,37.5833333
tz,kwedichele,Kwedichele,25,,-5.6666667,38.5666667
tz,kwedigaso,Kwedigaso,10,,-5.7166667,37.95
tz,kwedigeri,Kwedigeri,18,,-5.4,37.75
tz,kwedigongo,Kwedigongo,10,,-5.5833333,37.9333333
tz,kwedilema,Kwedilema,10,,-5.55,37.85
tz,kwedilema,Kwedilema,25,,-5.8,38.35
tz,kwedilima,Kwedilima,10,,-5.55,37.85
tz,kwedirema,Kwedirema,10,,-5.8,37.6666667
tz,kwedivunda,Kwedivunda,18,,-5.1833333,38.1333333
tz,kwediyuye,Kwediyuye,18,,-5.4833333,38.2833333
tz,kwedizando,Kwedizando,18,,-5.45,37.9833333
tz,kwediziwa,Kwediziwa,10,,-5.6166667,37.85
tz,kwegundi,Kwegundi,18,,-4.8,38.3166667
tz,kwekanga,Kwekanga,18,,-4.65,38.3833333
tz,kwekivu,Kwekivu,10,,-5.7666667,37.4
tz,kwekongo,Kwekongo,18,,-4.65,38.3833333
tz,kwelikwiji,Kwelikwiji,10,,-6.1,37.5666667
tz,kwelnumba,Kwelnumba,18,,-4.7666667,38.1666667
tz,kwemashai,Kwemashai,18,,-4.8,38.3333333
tz,kwemdege,Kwemdege,18,,-4.5333333,38.4166667
tz,kwemdimo,Kwemdimo,18,,-5.05,38.7
tz,kwemgombe,Kwemgombe,18,,-5.15,38.7333333
tz,kwemiangwa,Kwemiangwa,18,,-4.5833333,38.3166667
tz,kwemkole,Kwemkole,18,,-4.5833333,38.4666667
tz,kwemkuyu,Kwemkuyu,18,,-4.5166667,38.3833333
tz,kwemnazi,Kwemnazi,18,,-4.6,38.4333333
tz,kwemsara,Kwemsara,18,,-5.25,38.7833333
tz,kwemula,Kwemula,18,,-4.8833333,38.3666667
tz,kwemweleti,Kwemweleti,18,,-4.8,38.2666667
tz,kwendelema,Kwendelema,18,,-4.65,38.3333333
tz,kwengoma,Kwengoma,18,,-5.5,37.9833333
tz,kwenjuga,Kwenjuga,18,,-5.4,38.05
tz,kwenjugu,Kwenjugu,18,,-5.4,38.05
tz,kweshoke,Kweshoke,18,,-4.7166667,38.1833333
tz,kwetango,Kwetango,18,,-5.0166667,38.7666667
tz,kwevihingo,Kwevihingo,10,,-5.7666667,37.55
tz,kwezani,Kwezani,20,,-5.3,39.6666667
tz,kwiguta,Kwiguta,08,,-1.9,33.95
tz,kwigutu,Kwigutu,08,,-1.9,33.95
tz,kwikuba,Kwikuba,08,,-1.7333333,33.6666667
tz,kwitaba,Kwitaba,05,,-3.6333333,30.6333333
tz,kwitanda,Kwitanda,00,,-10.8833333,37.5
tz,kwoguni,Kwoguni,20,,-5.3833333,39.7166667
tz,kyabale,Kyabale,19,,-1.9,31.1166667
tz,kyaka,Kyaka,19,13809,-1.2522222,31.4202778
tz,kyakulu,Kyakulu,25,,-6.2666667,38.7
tz,kyamboni,Kyamboni,13,,-5.0,39.7833333
tz,kyamnyorwa,Kyamnyorwa,19,,-2.1047222,31.5791667
tz,kyamsambeta,Kyamsambeta,08,,-1.85,33.95
tz,kyamtaga,Kyamtaga,19,,-1.5,30.8833333
tz,kyamuizide,Kyamuizide,19,,-1.4,31.4
tz,kyamuraire,Kyamuraire,19,,-1.4,31.4
tz,kyamutaga,Kyamutaga,19,,-1.5,30.8833333
tz,kyangale,Kyangale,21,,-6.1166667,39.3166667
tz,kyebisagazi,Kyebisagazi,19,,-1.0016667,31.4166667
tz,kyela,Kyela,09,30684,-9.5833333,33.85
tz,kyense,Kyense,15,,-4.3666667,33.2333333
tz,kyerunga,Kyerunga,19,,-1.5230556,31.1077778
tz,kyerwa,Kyerwa,19,,-1.3688889,30.7716667
tz,kyerwa syndicate,Kyerwa Syndicate,19,,-1.3719444,30.7936111
tz,kyimo,Kyimo,09,,-9.2166667,33.5833333
tz,kyoni,Kyoni,13,,-5.05,39.8166667
tz,kyoto,Kyoto,19,,-2.05,31.6833333
tz,laela,Laela,24,19185,-8.5666667,32.05
tz,lafuu,Lafuu,13,,-5.0666667,39.7333333
tz,lagosa,Lagosa,05,,-5.95,29.8833333
tz,lagossa,Lagossa,05,,-5.95,29.8833333
tz,lakalanga,Lakalanga,00,,-7.3,33.8666667
tz,laki,Laki,13,,-4.95,39.7333333
tz,lalago,Lalago,15,,-3.45,33.95
tz,lalangulu,Lalangulu,24,,-7.1166667,31.1333333
tz,lalta,Lalta,16,,-5.1666667,35.3
tz,lamba,Lamba,16,,-4.85,35.1
tz,lambila,Lambila,24,,-8.0,31.5666667
tz,landamilumba,Landamilumba,05,,-6.3,30.7
tz,landanai,Landanai,06,,-4.0833333,37.15
tz,landenai,Landenai,06,,-4.0833333,37.15
tz,langata,Langata,18,,-4.7,38.0833333
tz,langero,Langero,14,,-10.2333333,36.1
tz,langiro,Langiro,14,,-11.0,34.8
tz,langoni,Langoni,18,,-5.4666667,38.9
tz,langoni,Langoni,21,,-6.1,39.25
tz,langoni,Langoni,25,,-6.2333333,39.2333333
tz,larawanda,Larawanda,25,,-6.4833333,38.4666667
tz,lariboro,Lariboro,26,,-2.9833333,36.7
tz,latta,Latta,16,,-4.0,34.45
tz,ledingombe,Ledingombe,10,,-7.05,36.5833333
tz,legele,Legele,24,,-7.8166667,32.3666667
tz,legeza,Legeza,18,,-5.05,39.0333333
tz,legeza,Legeza,24,,-7.3333333,31.05
tz,legezamwendo,Legezamwendo,05,,-6.3333333,30.5333333
tz,lekuruki,Lekuruki,26,,-3.25,36.9666667
tz,lelwa,Lelwa,18,,-4.5,38.5
tz,lembeni,Lembeni,06,16008,-3.7833333,37.6166667
tz,lemesikio,Lemesikio,26,,-1.95,35.7
tz,lemira,Lemira,06,,-3.2,37.15
tz,lemisikio,Lemisikio,26,,-1.95,35.7
tz,lendanai,Lendanai,06,,-4.0833333,37.15
tz,letetungu,Letetungu,20,,-5.1666667,39.75
tz,lewa,Lewa,18,,-5.1166667,38.6666667
tz,libali,Libali,04,,-8.7333333,36.2333333
tz,libobe,Libobe,11,,-10.3166667,39.8833333
tz,libobi,Libobi,14,,-10.5666667,35.85
tz,lichehe,Lichehe,11,,-11.1166667,39.1
tz,lichijiri,Lichijiri,00,,-9.9,38.05
tz,lidumbe,Lidumbe,11,,-10.8833333,39.3666667
tz,liele,Liele,24,,-7.3833333,31.2833333
tz,lienje,Lienje,11,,-10.7,39.5833333
tz,lifatico,Lifatico,03,,-5.3333333,35.7666667
tz,lifatiko,Lifatiko,03,,-5.3333333,35.7666667
tz,liganga,Liganga,14,,-10.6833333,35.25
tz,ligembe,Ligembe,12,,-3.1,32.75
tz,ligera,Ligera,14,,-10.9833333,36.1
tz,ligoma,Ligoma,00,,-11.1166667,37.5333333
tz,ligowola,Ligowola,14,,-11.7333333,37.45
tz,ligunga,Ligunga,14,,-11.2833333,36.4166667
tz,ligwera,Ligwera,00,,-10.45,37.8333333
tz,lihanika,Lihanika,04,,-8.0166667,35.6
tz,lihiga,Lihiga,14,,-11.0166667,35.5166667
tz,lihigo,Lihigo,14,,-11.0166667,35.5166667
tz,lihimalyao,Lihimalyao,07,,-9.3166667,39.6333333
tz,lihonja,Lihonja,00,,-10.1333333,38.45
tz,lihuhu,Lihuhu,14,,-11.0333333,35.45
tz,likawage,Likawage,07,,-9.2166667,39.0
tz,likenejo,Likenejo,15,,-3.3666667,33.65
tz,likokona,Likokona,00,,-10.9333333,38.3166667
tz,likonde,Likonde,14,,-10.65,36.0666667
tz,likonga,Likonga,07,,-9.8166667,39.7333333
tz,likuena,Likuena,07,,-9.8166667,39.2833333
tz,likumbura,Likumbura,14,,-9.75,35.15
tz,likumburu,Likumburu,14,,-9.75,35.15
tz,likuna,Likuna,11,,-10.9,39.35
tz,likuyu fusi,Likuyu Fusi,14,,-10.7,35.4666667
tz,likuyu,Likuyu,14,,-10.3333333,36.2333333
tz,likwaya,Likwaya,07,,-9.8166667,39.5666667
tz,lilala,Lilala,07,,-10.6333333,38.6666667
tz,lilambo,Lilambo,14,,-10.6833333,35.55
tz,liloiya,Liloiya,07,,-10.65,38.8833333
tz,lilombe,Lilombe,11,,-10.75,39.7
tz,liloya,Liloya,07,,-10.65,38.8833333
tz,liloya,Liloya,14,,-11.3,37.3166667
tz,liloyo,Liloyo,07,,-10.65,38.8833333
tz,lilwale,Lilwale,10,,-7.1166667,37.5333333
tz,limanda,Limanda,20,,-5.2833333,39.8166667
tz,limani,Limani,13,,-4.95,39.7333333
tz,limani,Limani,20,,-5.2833333,39.7833333
tz,limbani,Limbani,13,,-5.0666667,39.7333333
tz,limbolimboni,Limbolimboni,20,,-5.2833333,39.8166667
tz,linda,Linda,14,,-11.3166667,34.8333333
tz,lindi,Lindi,07,41915,-10.0,39.7166667
tz,lingaula,Lingaula,07,,-8.9,39.3333333
tz,lingaura,Lingaura,07,,-8.9,39.3333333
tz,lipagama,Lipagama,09,,-8.4,34.2666667
tz,liparamba,Liparamba,14,,-11.45,35.2
tz,lipateka,Lipateka,14,,-10.5666667,36.0333333
tz,lipingo,Lipingo,14,,-11.1666667,34.7166667
tz,lipumba,Lipumba,14,,-10.85,35.0333333
tz,lipumbulu,Lipumbulu,00,,-10.2833333,38.3
tz,lipumburu,Lipumburu,11,,-10.9833333,38.85
tz,lipungi,Lipungi,04,,-8.9,35.85
tz,lipupuma,Lipupuma,14,,-10.5,35.6166667
tz,lipuyu,Lipuyu,00,,-10.1666667,38.4
tz,lipwidi,Lipwidi,11,,-10.35,39.8333333
tz,lisekese,Lisekese,07,,-10.7,38.7833333
tz,lisitu,Lisitu,14,,-9.65,34.65
tz,liteho,Liteho,07,,-10.5,39.5166667
tz,litembe,Litembe,11,,-10.4166667,40.3333333
tz,litembo,Litembo,14,,-10.9666667,34.85
tz,litemula,Litemula,11,,-10.9666667,39.5833333
tz,litisha,Litisha,14,,-10.65,35.3833333
tz,litola,Litola,14,,-10.5166667,35.9333333
tz,litoo,Litoo,00,,-9.9,38.4
tz,lituhi,Lituhi,14,,-10.55,34.6
tz,lituhi mission,Lituhi Mission,14,,-10.55,34.6
tz,litumbi,Litumbi,09,,-8.95,32.9333333
tz,liula,Liula,14,,-10.6833333,35.75
tz,liuli,Liuli,14,13119,-11.0833333,34.6333333
tz,livale,Livale,00,,-9.7666667,37.9333333
tz,liwale chini,Liwale Chini,00,,-9.6833333,38.0166667
tz,liwale juu,Liwale Juu,00,,-9.85,37.7
tz,liwale,Liwale,00,19296,-9.7666667,37.9333333
tz,liwale,Liwale,10,,-7.1166667,37.5333333
tz,liwawa,Liwawa,14,,-11.2333333,36.2166667
tz,liwuka,Liwuka,14,,-9.7833333,36.65
tz,loangwa,Loangwa,07,,-9.25,39.6166667
tz,loduma,Loduma,04,,-8.4166667,35.7166667
tz,lofia,Lofia,10,,-7.7166667,36.7333333
tz,logeloge,Logeloge,02,,-7.8833333,38.4833333
tz,logi,Logi,03,,-6.8166667,35.95
tz,loginya,Loginya,26,,-1.9833333,35.5833333
tz,lohomero,Lohomero,04,,-7.75,36.7
tz,lohumbo,Lohumbo,15,,-3.5666667,33.6166667
tz,loibor serrit,Loibor Serrit,27,,-4.2666667,36.4
tz,loiborsoit,Loiborsoit,26,,-3.8666667,36.4333333
tz,lokoma,Lokoma,05,,-5.9333333,29.9333333
tz,loleshya,Loleshya,24,,-8.3,32.2166667
tz,lolionde,Lolionde,26,,-2.05,35.6166667
tz,loliondo,Loliondo,26,,-2.05,35.6166667
tz,lolkisale,Lolkisale,26,,-3.7666667,36.4166667
tz,lollonde,Lollonde,26,,-2.05,35.6166667
tz,lomango,Lomango,10,,-7.5666667,37.0166667
tz,lombetu,Lombetu,06,,-3.3333333,37.5166667
tz,lombwe,Lombwe,10,,-5.6,37.7166667
tz,lomodian,Lomodian,10,,-5.9333333,37.0666667
tz,londo,Londo,14,,-11.1833333,34.8333333
tz,lonesome,Lonesome,08,,-1.8,34.0333333
tz,longa,Longa,14,,-10.9,34.95
tz,longa,Longa,18,,-5.0666667,39.1
tz,longido,Longido,26,9403,-2.7333333,36.6833333
tz,lowa,Lowa,15,,-3.9,32.45
tz,loya,Loya,16,,-4.9666667,33.9166667
tz,luagala,Luagala,07,,-10.55,39.4833333
tz,luagala,Luagala,11,,-10.85,39.1333333
tz,luande,Luande,10,,-5.7,37.4333333
tz,luangwa,Luangwa,17,,-4.9666667,31.2833333
tz,luanungu,Luanungu,12,,-3.2,32.85
tz,luatala,Luatala,11,,-11.0,39.1
tz,luatu,Luatu,03,,-6.45,35.6666667
tz,lubaga,Lubaga,12,,-1.9333333,32.9333333
tz,lubalisi,Lubalisi,05,,-5.9333333,30.1
tz,lubata,Lubata,10,,-6.1,37.45
tz,lubembe,Lubembe,18,,-5.15,38.7333333
tz,lubira,Lubira,05,,-4.8833333,29.9183333
tz,lubiri,Lubiri,12,,-3.05,32.7833333
tz,lubugu,Lubugu,12,,-2.5333333,33.5333333
tz,lubumba,Lubumba,05,,-3.9833333,31.1333333
tz,lubumba,Lubumba,12,,-2.4,32.95
tz,lubungo,Lubungo,10,,-6.8333333,37.5
tz,lubungu,Lubungu,04,,-7.4333333,36.3166667
tz,luchemi,Luchemi,07,,-10.6166667,39.1166667
tz,luchesi,Luchesi,14,,-11.3,36.2
tz,luchingu,Luchingu,11,25145,-10.9,39.3333333
tz,luchomo,Luchomo,18,,-5.0666667,38.1333333
tz,luega,Luega,05,,-6.3166667,30.3666667
tz,lufubu,Lufubu,05,,-6.45,30.1
tz,lufu,Lufu,03,,-6.8666667,36.4666667
tz,lufusi,Lufusi,10,,-6.8333333,36.6
tz,lugaga,Lugaga,18,,-5.4166667,38.2
tz,lugagara,Lugagara,14,,-10.5333333,35.2666667
tz,lugala,Lugala,07,,-10.55,39.4833333
tz,lugala,Lugala,11,,-10.85,39.1333333
tz,lugalika,Lugalika,05,,-6.3,30.1833333
tz,lugalu,Lugalu,04,,-7.7333333,35.8666667
tz,luganga,Luganga,04,,-7.25,36.1
tz,luganzo,Luganzo,17,,-5.2169444,31.3758333
tz,lugari,Lugari,14,,-10.8666667,34.8666667
tz,lughundwa,Lughundwa,03,,-6.85,36.45
tz,lugoba,Lugoba,10,16902,-6.45,38.3333333
tz,lugoda,Lugoda,04,,-8.7,35.8166667
tz,lugo,Lugo,11,,-11.2333333,38.6666667
tz,lugolu,Lugolu,04,,-8.4,35.8
tz,lugombo,Lugombo,09,,-9.15,33.7666667
tz,lugonezi,Lugonezi,05,,-6.2666667,30.1666667
tz,lugongo,Lugongo,12,,-2.0166667,33.05
tz,lugongo,Lugongo,18,,-4.8666667,38.8333333
tz,lugufu,Lugufu,05,,-5.0316667,30.1458333
tz,lugunda,Lugunda,05,,-5.1,31.1958333
