,Sehovici,02,,44.4791667,17.2058333
bf,leotzenga,Léotzenga,22,,12.0666667,-0.15
bf,leoura,Léoura,21,,12.9333333,-0.0166667
bf,leournyou,Léournyou,30,,13.6833333,-0.45
bf,lera,Léra,61,,10.6,-5.3
bf,lerbou,Lèrbou,38,,13.9833333,-0.05
bf,lerebi,Lérébi,69,,10.3333333,-3.7333333
bf,lere,Léré,38,,13.6833333,-0.05
bf,lere nganay,Léré Nganay,38,,13.5333333,0.2333333
bf,lergo,Lergo,18,,11.7,-0.55
bf,lerguidde,Lèrguiddé,38,,13.8333333,0.1
bf,leri,Léri,63,,12.7666667,-3.3833333
bf,lermitera,Lermitéra,69,,10.0666667,-3.2833333
bf,lerou,Lérou,24,,11.6,-2.3
bf,lesere,Leséré,73,,12.8666667,-3.3
bf,lessam,Lèssam,40,,14.1666667,-1.9333333
bf,lessere,Lesséré,73,,12.8666667,-3.3
bf,letiefesso,Létiéfésso,61,,10.3166667,-5.0166667
bf,levara,Lévara,39,,11.3333333,-1.9166667
bf,levri,Lèvri,30,,13.3166667,-0.3166667
bf,leye,Leyé,36,,12.45,-2.5333333
bf,ley seno,Lèy Sèno,33,,14.3666667,-0.5666667
bf,lezogotenga,Lézogotenga,22,,12.0666667,-0.15
bf,liaba,Liaba,46,,11.95,-4.4333333
bf,lia,Lia,45,,11.9166667,-2.7166667
bf,libira,Libira,69,,10.2666667,-3.5166667
bf,libirira,Libirira,69,,10.2666667,-3.5166667
bf,liboure,Libouré,37,,13.15,-0.9166667
bf,lidara,Lidara,54,,11.0333333,-4.95
bf,lienguielegue,Lienguiélégué,61,,10.3666667,-5.2333333
bf,ligomde,Ligomdé,37,,13.45,-1.2333333
bf,liguidibouema,Liguidibouéma,16,,11.8833333,-1.3333333
bf,liguidi malgam,Liguidi Malgam,20,,12.0666667,-0.3666667
bf,liguid malgam,Liguid Malgam,20,,12.0666667,-0.3666667
bf,lihoula,Lihoula,64,,12.8,-0.4666667
bf,liki,Liki,40,,14.15,-0.75
bf,likinkelse,Likinkelsé,32,,12.75,-1.6666667
bf,lilboure ladre,Lilbouré Ladré,34,,12.9,-2.3
bf,lilboure,Lilbouré,16,,11.75,-1.3166667
bf,lilboure,Lilbouré,24,,12.1772222,-1.4975
bf,lilboure,Lilbouré,34,,12.9,-2.3
bf,lilboure,Lilbouré,37,,13.15,-0.9166667
bf,lileboure,Lilebouré,19,,12.3833333,-2.3166667
bf,lilengo,Lilengo,33,,14.5,-0.1
bf,lilgomde,Lilgomdé,20,,12.0833333,-0.4
bf,li,Li,39,,11.3333333,-2.3666667
bf,lilibouri,Lilibouri,37,,13.15,-0.9166667
bf,liliga,Liliga,15,,13.1166667,-1.4333333
bf,liligonde,Liligondé,76,,13.6166667,-2.3666667
bf,liligonnde,Liligonndé,37,,13.0166667,-1.1666667
bf,lilikana,Lilikana,76,,13.4166667,-2.5166667
bf,lilliboure,Lillibouré,24,,12.385,-1.7125
bf,lilyala,Lilyala,64,,12.6,-0.5833333
bf,limamareoguen,Limamaréoguen,24,,12.4522222,-1.5408333
bf,limbere,Limbéré,40,,14.1166667,-2.5
bf,limmba,Limmba,18,,11.1666667,-0.4666667
bf,limnaogo,Limnaogo,22,,11.7333333,-0.2166667
bf,limnongen,Limnongen,32,,12.4711111,-1.1888889
bf,linedi,Linédi,32,,12.8333333,-1.5833333
bf,linguekoro,Linguékoro,48,,10.5333333,-3.8333333
bf,linguekoro,Linguékoro,54,,10.95,-5.1666667
bf,linguekoro,Linguékoro,55,,10.15,-4.4
bf,linguepessako,Linguépéssako,16,,11.9166667,-1.4666667
bf,linkilga,Linkilga,37,,13.2166667,-1.0833333
bf,linoghin,Linoghin,32,,12.4711111,-1.1888889
bf,linoguen,Linoguen,24,,12.11,-1.2666667
bf,linoguen,Linoguen,32,,12.4711111,-1.1888889
bf,linogwe,Linogwé,16,,11.9666667,-1.4666667
bf,linogwe,Linogwé,44,,11.7,-1.2666667
bf,linore,Linoré,37,,12.9833333,-0.9666667
bf,linse,Linsé,39,,11.1833333,-2.5166667
bf,linteba,Lintéba,78,,13.2666667,-2.1833333
bf,lioudougou,Lioudougou,15,,13.3,-1.5333333
bf,liougou,Liougou,30,,13.3,-0.3
bf,lioulgou,Lioulgou,20,,12.0166667,-0.3666667
bf,lioulgou,Lioulgou,22,,12.0333333,0.1833333
bf,lipaka,Lipaka,30,,13.3166667,-0.2833333
bf,lipa,Lipa,32,,12.7211111,-1.7713889
bf,lip,Lip,32,,12.7211111,-1.7713889
bf,liptougou,Liptougou,21,,13.1788889,0.3222222
bf,liptugu,Liptugu,21,,13.1788889,0.3222222
bf,listenga,Listenga,32,,12.7166667,-1.6333333
bf,liyala,Liyala,22,,12.0833333,-0.2666667
bf,loaba,Loaba,18,,11.2333333,-0.4333333
bf,loada,Loada,37,,13.7333333,-1.2833333
bf,loaga,Loaga,19,,12.2333333,-2.0666667
bf,loa,Loa,15,,13.4,-1.5
bf,loanga,Loanga,18,,11.7333333,-0.4
bf,loanga,Loanga,64,,12.5666667,-0.3666667
bf,loanga,Loanga,76,,13.7333333,-2.4
bf,loari,Loari,30,,13.25,-0.1166667
bf,loatenga,Loatenga,64,,12.7833333,-0.5833333
bf,lobio,Lobio,69,,10.25,-3.05
bf,lobouga,Lobouga,74,,11.4666667,-3.1833333
bf,lobrou,Lobrou,76,,13.7333333,-2.7166667
bf,lodera,Lodéra,69,,10.2166667,-3.3833333
bf,lofigaho,Lofigaho,74,,11.6333333,-3.6666667
bf,loga,Loga,15,,13.3166667,-1.65
bf,logboloro,Logboloro,64,,12.9166667,-0.4333333
bf,logobili,Logobili,37,,13.0166667,-0.5166667
bf,logobou,Logobou,42,,11.6336111,1.6680556
bf,logo,Logo,24,,11.8833333,-2.4
bf,logolona,Logolona,69,,10.0666667,-3.3833333
bf,logoniegue,Logoniégué,55,,9.9,-4.5166667
bf,logue,Logué,73,,12.9166667,-3.0
bf,loguil,Loguil,42,,12.7,1.95
bf,lohague,Lohagué,69,,10.2833333,-3.8666667
bf,lokhoso,Lokhoso,69,,10.3166667,-3.6666667
bf,lokinde,Lokindé,46,,12.05,-3.7
bf,lokodia,Lokodia,48,,10.9166667,-3.2666667
bf,loko,Loko,18,,11.25,-0.0833333
bf,lokolona,Lokolona,69,,10.6,-3.1666667
bf,lokomiegue,Lokomiégué,55,,9.9,-4.5166667
bf,lokona,Lokona,48,,10.65,-3.0
bf,lokoniege,Lokoniege,55,,9.9,-4.5166667
bf,lokoniegue,Lokoniégué,55,,9.9,-4.5166667
bf,lokono,Lokono,48,,10.65,-3.0
bf,lokono,Lokono,69,,10.55,-3.0833333
bf,lokori,Lokori,51,,11.5,-4.2166667
bf,lokosso,Lokosso,69,,10.3166667,-3.6666667
bf,lolio,Lolio,74,,11.4333333,-3.25
bf,lolnango,Lolnango,38,,13.7166667,0.6
bf,lo,Lo,73,,13.1166667,-3.4
bf,lo,Lo,77,,11.5166667,-1.7
bf,lomana,Lomana,61,,10.5833333,-5.35
bf,lombila,Lombila,32,,12.5191667,-1.3705556
bf,lonani,Lonani,58,,13.35,-3.8666667
bf,lonbele,Lonbélé,69,,10.1833333,-3.0
bf,londjonpo,Londjonpo,69,,10.5666667,-3.1833333
bf,lonfilougou,Lonfilougou,21,,12.8,-0.2
bf,longa,Longa,72,,11.2,-2.25
bf,longa,Longa,76,,13.55,-2.25
bf,longo,Longo,19,,12.1772222,-1.9752778
bf,longoro,Longoro,54,,11.15,-5.1
bf,longoure,Longouré,20,,12.25,-0.8666667
bf,longue,Longué,38,,14.0333333,-0.2333333
bf,lonkankui,Lonkankui,63,,12.3833333,-3.4166667
bf,lonkan,Lonkan,58,,13.1666667,-3.8833333
bf,lon,Lon,39,,11.45,-2.1333333
bf,lonnti,Lonnti,37,,13.0666667,-1.35
bf,lonntya,Lonntya,38,,13.1166667,0.8
bf,lontari,Lontari,21,,13.2,0.45
bf,lontya,Lontya,38,,13.3333333,0.4333333
bf,lopal,Lopal,52,,11.1666667,-2.8833333
bf,lopoi,Lopoï,74,,11.3,-3.5
bf,lorgou,Lorgou,22,,11.8833333,-0.0166667
bf,lorhoso,Lorhoso,69,,10.3166667,-3.6666667
bf,lorhosso,Lorhosso,69,,10.3166667,-3.6666667
bf,lori,Lori,42,,12.5833333,2.0333333
bf,lorobili,Lorobili,37,,13.0166667,-0.5166667
bf,loroferesso,Loroféresso,51,,11.1166667,-4.3833333
bf,loro,Loro,24,,11.8,-2.3666667
bf,loro,Loro,45,,11.85,-2.7333333
bf,loroni,Loroni,73,,13.6166667,-3.1333333
bf,loropeni,Loropéni,69,,10.3,-3.5333333
bf,lorou,Lorou,39,,11.8333333,-1.9333333
bf,loroumdo,Loroumdo,40,,14.0833333,-1.8333333
bf,losogou,Losogou,38,,13.9,0.2166667
bf,lossa,Lossa,16,,11.8666667,-1.3
bf,lossa,Lossa,62,,13.9833333,-2.3
bf,loto,Loto,48,,10.9333333,-3.2833333
bf,louanga,Louanga,56,,12.6666667,0.3333333
bf,louara,Louara,61,,10.7,-5.35
bf,loubalganga,Loubalganga,42,,12.05,1.5333333
bf,loubre,Loubre,76,,13.6333333,-2.6
bf,louda,Louda,37,,13.0166667,-1.1
bf,louda,Louda,64,,12.95,-0.5166667
bf,loudoudji,Loudoudji,38,,13.55,0.3833333
bf,loue,Loué,39,,11.5836111,-1.8444444
bf,louga,Louga,34,,12.85,-2.3166667
bf,louga,Louga,37,,13.8666667,-1.2166667
bf,lougoubissi,Lougoubissi,24,,12.2133333,-1.6538889
bf,lougouma,Lougouma,37,,12.8833333,-1.1333333
bf,lougouri,Lougouri,76,,13.5166667,-2.3166667
bf,louguekeme,Louguékèmé,30,,13.8,-0.45
bf,lougue,Lougué,38,,13.4,0.0666667
bf,lougwe,Lougwé,38,,13.65,0.7333333
bf,louka,Louka,40,,14.0166667,-1.7666667
bf,louke,Louké,22,,12.2166667,0.0333333
bf,loukere boki,Loukéré Boki,38,,13.65,-0.1
bf,loukouara,Loukouara,61,,10.6,-5.35
bf,loukoura,Loukoura,48,,10.75,-3.4
bf,louksi,Louksi,24,,12.2441667,-1.6486111
bf,louksi nabayiri,Louksi Nabayiri,24,,12.2441667,-1.6486111
bf,louleo,Louléo,48,,10.6,-2.95
bf,loulgou,Loulgou,64,,12.85,-0.3833333
bf,loullegou,Loullégou,20,,12.0166667,-0.3666667
bf,loulogou,Loulogou,20,,12.0166667,-0.3666667
bf,lou,Lou,69,,10.3333333,-3.2666667
bf,lou,Lou,77,,11.5166667,-1.7
bf,loulougou,Loulougou,20,,12.0166667,-0.3666667
bf,loulouka,Loulouka,15,,13.35,-1.55
bf,loumana,Loumana,61,,10.5833333,-5.35
bf,loumbila,Loumbila,32,,12.5191667,-1.3705556
bf,loumbipoko,Loumbipoko,24,,12.4958333,-1.3930556
bf,loumpini,Loumpini,30,,13.65,-0.55
bf,lounadeni,Lounadéni,56,,12.6333333,0.35
bf,lounga,Lounga,19,,12.4666667,-2.35
bf,loungo,Loungo,34,,12.8666667,-2.4333333
bf,loungue,Loungue,43,,13.4,-1.8666667
bf,lounogo,Lounogo,20,,11.9833333,-0.3
bf,loure,Louré,44,,11.65,-1.05
bf,lourfa,Lourfa,15,,13.5333333,-1.6166667
bf,lourgou,Lourgou,15,,13.4,-1.6833333
bf,louroudye,Louroudyè,21,,13.1,0.4833333
bf,louta,Louta,73,,13.5,-3.1666667
bf,lovegou,Lovegou,20,,12.0166667,-0.3666667
bf,lozano,Lozano,24,,12.6,-2.55
bf,lozetenga,Lozetenga,22,,12.0666667,-0.15
bf,luda,Luda,37,,13.0166667,-1.1
bf,luidi,Luidi,37,,13.8666667,-1.25
bf,luin,Luin,39,,11.5836111,-1.8444444
bf,lu,Lu,39,,11.5836111,-1.8444444
bf,lumana,Lumana,61,,10.5833333,-5.35
bf,lumbila,Lumbila,32,,12.5191667,-1.3705556
bf,luniongo,Luniongo,61,,10.8166667,-5.2166667
bf,luta,Luta,73,,13.5,-3.1666667
bf,maba,Maba,38,,13.5333333,0.3333333
bf,madamao,Madamao,24,,12.4333333,-2.85
bf,madiabari,Madiabari,21,,12.85,0.4166667
bf,madiagdune,Madiagdune,22,,11.1666667,0.8333333
bf,madiagoune,Madiagouné,22,,11.1666667,0.8333333
bf,madiagune,Madiagune,22,,11.1666667,0.8333333
bf,madjoari,Madjoari,22,,11.4763889,1.2508333
bf,madjori,Madjori,22,,11.4763889,1.2508333
bf,mado,Mado,69,,10.0833333,-4.0666667
bf,madori,Madori,21,,13.0833333,0.05
bf,madou dien,Madou Dien,38,,14.0,-0.6
bf,madoudji,Madoudji,38,,14.0333333,-0.6333333
bf,madougou,Madougou,76,,14.05,-2.5333333
bf,madou,Mâdou,37,,13.7,-1.05
bf,madou,Madou,74,,11.8333333,-3.4333333
bf,madyabari,Madyabari,21,,12.85,0.4166667
bf,madyir,Madyir,19,,12.4666667,-2.7
bf,mafoulou,Mafoulou,15,,13.2166667,-1.3666667
bf,mafou,Mafou,69,,10.4666667,-3.1166667
bf,magadogo,Magadogo,37,,13.0,-0.8
bf,magasare,Magasaré,18,,11.7166667,-0.45
bf,magdogo,Magdogo,37,,12.9833333,-0.8
bf,mahamadi,Mahamadi,15,,13.65,-1.4
bf,mahon,Mahon,54,,11.05,-5.2166667
bf,mahoula,Mahoula,74,,11.85,-3.4333333
bf,maissadioga,Maissadioga,22,,12.4333333,0.9666667
bf,majori,Majori,22,,11.4763889,1.2508333
bf,makanfesso,Makanfesso,51,,11.3,-4.6166667
bf,makataka,Makataka,37,,13.5666667,-1.2
bf,makianfesso,Makianfesso,51,,11.3,-4.6166667
bf,mako,Mako,78,,13.1,-2.2833333
bf,makongo,Makongo,63,,12.2666667,-3.1833333
bf,makoui,Makoui,63,,12.3,-3.5333333
bf,makouy,Makouy,63,,12.3,-3.5333333
bf,makui,Makui,46,,12.4333333,-4.0833333
bf,makui,Makui,63,,12.3,-3.5333333
bf,malabo,Malabo,32,,12.4666667,-0.9
bf,malamgomde,Malamgomdé,20,,12.1166667,-0.7166667
bf,malba,Malba,69,,10.4666667,-2.9833333
bf,malbo,Malbo,38,,13.9,-0.1833333
bf,malemi,Malémi,21,,12.75,0.0833333
bf,malioma,Malioma,30,,13.2166667,-0.2333333
bf,mallere,Malléré,38,,13.9666667,-0.0833333
bf,mal,Mal,67,,9.9166667,-3.05
bf,malori,Malori,30,,13.5833333,-0.1833333
bf,malouibwara,Malouibwara,21,,12.3333333,0.0833333
bf,malou,Malou,15,,12.9908333,-1.5466667
bf,malteoun,Maltéoun,67,,9.8666667,-2.8
bf,malvire,Malviré,32,,12.4666667,-2.1166667
bf,mamaifo,Mamaifô,37,,13.7166667,-1.1333333
bf,mamangou,Mamangou,42,,12.2166667,1.7333333
bf,mamanguel,Mamanguel,30,,13.5333333,-0.15
bf,mamanguet,Mamanguèt,38,,13.7,-0.2166667
bf,mamantougou,Mamantougou,38,,13.4833333,0.4
bf,mamantugu,Mamantugu,38,,13.4833333,0.4
bf,mamassiol,Mamassiol,38,,14.0833333,0.0166667
bf,mambouri,Mambouri,42,,12.3166667,1.5666667
bf,mamere,Maméré,61,,10.2333333,-5.0166667
bf,mamouana,Mamouana,46,,12.05,-4.2833333
bf,mamougou,Mamougou,22,,12.0166667,0.6
bf,mamou,Mamou,74,,11.8,-3.4666667
bf,mamounborgou,Mamounborgou,21,,13.0166667,-0.0833333
bf,mamountorgou,Mamountorgou,21,,13.0166667,-0.0833333
bf,mamountougou,Mamountougou,38,,13.4833333,0.4
bf,mamoupourgou,Mamoupourgou,22,,12.0333333,0.6
bf,manafian,Manafian,16,,11.85,-1.4166667
bf,manago,Manago,34,,13.1,-2.2166667
bf,managsombo,Managsombo,24,,12.5,-1.3333333
bf,mana,Mana,42,,12.4833333,2.1833333
bf,mana,Mana,69,,10.35,-3.1
bf,mana,Mana,74,,11.8666667,-3.3666667
bf,mananpoupera,Mananpoupéra,69,,10.0833333,-3.2
bf,manboua,Manboua,21,,12.7166667,-0.0666667
bf,mandala,Mandala,58,,13.0666667,-4.1666667
bf,mande,Mandé,18,,11.3,0.1166667
bf,mandesso,Mandesso,51,,10.9,-3.85
bf,mandiari,Mandiari,42,,12.6,1.9666667
bf,mandie bagare,Mandié Bagaré,44,,11.8666667,-1.0833333
bf,mandie,Mandié,44,,11.8666667,-1.0833333
bf,mandouba,Mandouba,58,,13.1,-4.3333333
bf,mandyari,Mandyari,42,,12.6,2.0333333
bf,manebaogo,Manébaogo,30,,13.5666667,-0.6
bf,manefiam,Manéfiam,24,,12.4730556,-1.7469444
bf,manega,Manéga,19,,12.2666667,-1.8166667
bf,manega,Manéga,24,,12.2333333,-1.3161111
bf,manegsombo,Manégsombo,24,,12.0813889,-1.2663889
bf,maneguessoumbo,Manéguessoumbo,24,,12.0813889,-1.2663889
bf,mane,Mané,21,,13.26,-0.2094444
bf,mane,Mané,37,,12.9886111,-1.3397222
bf,manera,Manéra,32,,12.7833333,-1.5
bf,manesa,Manésa,32,,12.9091667,-1.6936111
bf,manessa,Manéssa,32,,12.9091667,-1.6936111
bf,manesse,Manéssé,20,,12.1333333,-0.75
bf,manevelle,Manévelle,51,,10.3833333,-4.0833333
bf,manfou,Manfou,69,,10.4666667,-3.1166667
bf,mangadian,Mangadian,58,,13.3333333,-3.8833333
bf,mangagou,Mangagou,18,,11.1333333,-0.5666667
bf,manga,Manga,44,15269,11.6636111,-1.0730556
bf,manga,Manga,73,,13.5833333,-3.2333333
bf,mangodaga,Mangodaga,55,,9.9,-4.35
bf,mangodara,Mangodara,55,,9.9,-4.35
bf,mangoudougou,Mangoudougou,16,,12.0833333,-2.2
bf,mangoulima,Mangoulima,43,,13.25,-2.0333333
bf,mangoulma,Mangoulma,34,,13.15,-2.1333333
bf,mangou,Mangou,42,,12.0666667,1.8833333
bf,manguen,Manguen,20,,12.2666667,-0.8
bf,manguinao,Manguinao,69,,10.5,-3.2
bf,mangye,Mangyé,21,,13.2833333,0.2
bf,manie,Manié,69,,10.4,-3.1833333
bf,manikui,Manikui,58,,13.15,-4.05
bf,mani,Mani,21,,13.26,-0.2094444
bf,mani,Mani,58,,12.8333333,-3.9833333
bf,mankarga,Mankarga,20,,12.05,-0.75
bf,mankomena,Mankoména,69,,10.3,-3.3
bf,mankoula,Mankoula,19,,12.6133333,-1.8788889
bf,manlora,Manlora,21,,12.95,0.4166667
bf,manoa,Manoa,48,,10.7333333,-2.95
bf,manon,Manon,65,,11.15,-1.1666667
bf,manouale,Manoualé,37,,13.7,-1.3333333
bf,manougou,Manougou,30,,13.25,-0.2166667
bf,manpoura,Manpoura,69,,10.0666667,-3.6833333
bf,mansila,Mansila,38,,13.1666667,0.6333333
bf,mantabina,Mantabina,75,,13.4166667,0.6
bf,mantchagou,Mantchagou,42,,12.35,1.4666667
bf,mantiabdioga,Mantiabdioga,22,,12.4333333,0.9666667
bf,mantiankui,Mantiankui,58,,13.1333333,-4.3166667
bf,mantougou,Mantougou,42,,12.4666667,1.35
bf,manyimasso,Manyimasso,63,,12.65,-3.4666667
bf,manzogo,Manzogo,24,,12.7166667,-2.4833333
bf,manzour,Manzour,52,,11.0166667,-3.0833333
bf,maon,Maon,54,,11.05,-5.2166667
bf,maoula,Maoula,74,,11.85,-3.4333333
bf,maourena,Maouréna,58,,13.0166667,-4.2666667
bf,mara,Mara,19,,12.5833333,-2.15
bf,mara,Mara,73,,13.25,-3.2333333
bf,marango,Marango,34,,12.9833333,-1.8
bf,marebama,Marébama,55,,10.5,-4.8166667
bf,mareniassam,Maréniassam,31,,11.3833333,-1.3666667
bf,margo,Margo,78,,13.4333333,-2.2
bf,margou,Margou,21,,12.81,0.1658333
bf,maridyanga,Maridyanga,56,,12.7333333,0.5
bf,maridyiwaga,Maridyiwaga,42,,12.5166667,1.95
bf,mariou,Mariou,16,,12.0833333,-2.15
bf,markoye,Markoye,33,,14.6433333,0.0361111
bf,markoy,Markoy,33,,14.6433333,0.0361111
bf,marlogou,Marlogou,43,,13.4,-1.8666667
bf,marmousyargo,Marmousyargo,20,,12.2666667,-0.65
bf,maroa,Maroa,48,,10.7333333,-2.95
bf,maro,Maro,74,,11.5333333,-3.8166667
bf,marougou,Marougou,21,,12.81,0.1658333
bf,marsila,Marsila,38,,13.1666667,0.6333333
bf,masa,Masa,37,,12.8833333,-1.15
bf,masiri,Masiri,19,,12.5166667,-1.9833333
bf,masre,Masré,32,,12.7438889,-1.8913889
bf,massadehirikoro,Massadéhirikoro,55,,9.7,-4.4166667
bf,massafogo,Massafogo,61,,10.4,-5.2166667
bf,massako,Massako,66,,12.55,-2.85
bf,massala,Massala,24,,12.45,-3.0333333
bf,massalo,Massalo,58,,12.8166667,-4.1666667
bf,massara,Massara,63,,12.5166667,-3.4166667
bf,massigore,Massigoré,78,,13.3333333,-2.4333333
bf,masso,Masso,46,,12.3166667,-4.0166667
bf,massougou,Massougou,44,,11.6166667,-0.7166667
bf,masyenwoune,Masyénwouné,34,,12.9666667,-1.6666667
bf,mate,Maté,32,,12.55,-1.2333333
bf,matiacouali,Matiacouali,22,,12.3580556,1.0330556
bf,matiakoali,Matiakoali,22,,12.3580556,1.0330556
bf,matiakouali,Matiakouali,22,,12.3580556,1.0330556
bf,matiakuali,Matiakuali,22,,12.3580556,1.0330556
bf,mati,Mati,40,,14.1,-1.4833333
bf,matourkou,Matourkou,51,,11.0833333,-4.3666667
bf,maunodou,Maunodou,54,,10.8333333,-4.95
bf,mawe,Mawé,46,,12.0833333,-4.3833333
bf,mbangui,Mbangui,30,,13.2,-0.1666667
bf,mebare,Mébaré,52,,11.2,-3.05
bf,mebare,Mébaré,69,,10.2,-3.0
bf,mebar,Mébar,69,,10.2666667,-2.8666667
bf,medega,Médéga,44,,11.3575,-0.6991667
bf,medou,Mèdou,58,,13.1166667,-4.0333333
bf,megue,Megué,20,,12.4166667,-0.7166667
bf,meguet,Méguet,20,,12.4166667,-0.7166667
bf,mehana,Méhana,32,,12.8744444,-1.5211111
bf,mehari,Méhari,69,,10.2666667,-2.8666667
bf,meir,Meir,67,,9.45,-2.7833333
bf,mejia,Méjia,67,,9.8666667,-2.9333333
bf,meka,Méka,22,,12.3,-0.0833333
bf,meko,Méko,32,,12.4833333,-1.7833333
bf,melime,Mélime,67,,10.1833333,-2.8333333
bf,melio,Mélio,39,,11.2666667,-2.1
bf,melou,Mèlou,24,,12.4166667,-2.9333333
bf,me,Mé,51,,11.0166667,-4.3333333
bf,memere,Méméré,52,,11.15,-2.8833333
bf,menderen,Mendéren,22,,12.0,-0.2
bf,menegou,Ménégou,38,,14.3666667,-0.2833333
bf,menegu,Menegu,38,,14.3666667,-0.2833333
bf,mene,Méné,76,,13.85,-2.3166667
bf,menne,Menné,18,,11.3,0.1166667
bf,meno,Méno,24,,11.2666667,-2.4666667
bf,mentao,Mèntaô,40,,13.95,-1.6833333
bf,mepa,Mépa,67,,9.9,-2.8833333
bf,mera,Mèra,76,,13.4833333,-2.4
bf,mesma,Mesma,32,,12.8333333,-1.5333333
bf,messega,Mésséga,32,,12.7333333,-2.4
bf,messimnogo,Messimnogo,37,,13.55,-0.9833333
bf,metio,Métio,39,,11.2666667,-2.1
bf,mia,Mia,34,,12.85,-2.05
bf,miana,Miana,46,,12.1666667,-3.7
bf,miankoine,Miankoïne,58,,12.9666667,-3.95
bf,mian,Mian,52,,11.0,-2.9
bf,midebdo,Midèbdo,67,,9.9833333,-3.1333333
bf,midjeka,Midjéka,67,,9.5,-2.75
bf,migui,Migui,37,,12.8575,-1.3530556
bf,milima,Milima,78,,13.2666667,-2.2833333
bf,milimtenga,Milimtenga,22,,12.1,-0.1
bf,milpo,Milpo,48,,10.9333333,-3.4
bf,mina,Mina,54,,11.0166667,-4.8166667
bf,mina,Mina,74,,11.75,-3.4666667
bf,mindenina,Mindénina,69,,10.2666667,-3.45
bf,minguel peta,Minguèl Péta,37,,13.55,-1.2666667
bf,miniankoro,Miniankoro,58,,12.9666667,-4.1166667
bf,miniera,Miniéra,69,,10.5833333,-3.1666667
bf,minimi,Minimi,15,,13.4666667,-1.45
bf,minissia,Minissia,34,,12.8,-2.4166667
bf,minissian,Minissian,34,,12.8,-2.4166667
bf,minkagora,Minkagora,69,,10.35,-3.4166667
bf,minkiro,Minkiro,69,,10.55,-3.1166667
bf,minoungou,Minoungou,16,,12.0,-1.2166667
bf,mintara,Mintara,69,,9.9833333,-3.5833333
bf,minttamon,Minttamon,58,,13.1,-3.9166667
bf,miperdouo,Miperdouo,69,,10.0333333,-3.1666667
bf,missidia,Missidia,34,,12.8,-2.4166667
bf,missikilo,Missikilo,38,,13.6166667,-0.0666667
bf,missiri,Missiri,20,,12.2166667,-0.85
bf,mitieredougou,Mitiérédougou,55,,10.25,-4.8833333
bf,mitieridougou,Mitiéridougou,55,,10.25,-4.8833333
bf,moadaga,Moadaga,21,,12.5833333,-0.15
bf,moadougou,Moadougou,61,,10.55,-5.1666667
bf,moaga,Moaga,22,,11.7333333,-0.2
bf,moaka,Moaka,22,,12.3,-0.0833333
bf,moaken,Moaken,32,,12.5416667,-1.025
bf,moakin,Moakin,22,,12.2833333,-0.15
bf,moaliassan,Moaliassan,39,,11.85,-1.85
bf,moami,Moami,51,,11.1166667,-4.5166667
bf,moa,Moa,72,,11.15,-2.05
bf,moanega,Moanéga,32,,12.6208333,-1.0297222
bf,moani,Moani,51,,11.1166667,-4.5166667
bf,moanta,Moanta,50,,12.1333333,0.5
bf,moara,Moara,46,,12.6666667,-4.4
bf,moara,Moara,63,,12.8,-3.3333333
bf,moara,Moara,73,,13.0666667,-3.2166667
bf,moaza,Moaza,46,,12.6666667,-4.4
bf,mobega,Mobéga,20,,12.4666667,-0.5333333
bf,modoma nabamahogma,Modoma Nabamahogma,43,,13.1166667,-1.95
bf,modreguiam,Modréguiam,30,,13.7,-0.5
bf,moeme,Moémé,37,,12.8,-1.0666667
bf,moessen,Moessen,16,,12.2266667,-1.2111111
bf,mogadangou,Mogadangou,42,,12.4333333,1.45
bf,mogandeboure,Mogandébouré,64,,12.9166667,-0.2666667
bf,mogden,Mogden,24,,12.3344444,-1.3897222
bf,mogode,Mogodé,15,,13.2833333,-1.55
bf,mogoden,Mogoden,64,,12.9166667,-0.65
bf,mogolaga,Mogolaga,78,,13.1,-2.2666667
bf,mogommbouli,Mogommbouli,76,,13.55,-2.1666667
bf,mogom,Mogom,43,,13.5166667,-2.1166667
bf,mogoumnore,Mogoumnore,18,,11.1166667,-0.3
bf,mogtedo,Mogtédo,20,,12.2844444,-0.8372222
bf,mogueya,Moguéya,66,,12.65,-2.7166667
bf,mohouna,Mohouna,46,,12.5166667,-4.35
bf,moimbe,Moimbé,76,,13.5333333,-2.5666667
bf,moira,Moira,63,,12.8,-3.3333333
bf,moire,Moiré,73,,12.8166667,-3.15
bf,moissi,Moissi,63,,12.6333333,-3.5833333
bf,moka,Moka,22,,12.3,-0.0833333
bf,moke linore,Moké Linoré,37,,12.9833333,-1.0833333
bf,moken,Moken,20,,12.5333333,-0.7666667
bf,moken,Moken,64,,12.5833333,-0.4
bf,mokin,Mokin,32,,12.5416667,-1.025
bf,mokin,Mokin,44,,11.6166667,-1.0166667
bf,moklere,Mokléré,22,,12.1833333,-0.0166667
bf,mokoin,Mokoin,24,,11.9166667,-2.4833333
bf,moko,Moko,45,,11.8,-3.2833333
bf,mokouna,Mokouna,46,,11.85,-3.8333333
bf,moktedo,Moktédo,20,,12.2833333,-0.8333333
bf,mole,Molé,46,,11.9333333,-4.3166667
bf,molokadoum,Molokadoum,51,,11.5666667,-4.0333333
bf,momba,Momba,50,,12.1333333,0.5
bf,momne,Momné,15,,13.5666667,-1.5166667
bf,mondi,Mondi,18,,11.65,-0.7
